"o","labelOO"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2841","Sede di Biblioteca Universitaria di Sassari"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2870","Sede di Archivio di Stato di Brescia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2879","Sede di Museo nazionale romano - Aula ottagona delle Terme di Diocleziano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_289","Sede di Archivio di Stato di Macerata - Sezione di Camerino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2892","Sede di Ministero della cultura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2895","Sede di Ministero della cultura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2896","Sede di MArRC - Museo archeologico nazionale di Reggio Calabria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_291","Sede di Ministero della cultura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2941","Sede di Archivio di Stato di Vibo Valentia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2951","Sede di Archivio di Stato di Udine"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2959","Sede di Biblioteca Universitaria di Napoli"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2963","Sede di Archivio di Stato di Avellino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2965","Sede di Archivio di Stato di Imperia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2966","Sede di Biblioteca Statale di Lucca"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2970","Sede di Archivio di Stato di Agrigento"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2971","Sede di Archivio di Stato di Agrigento. Sezione di Sciacca"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2991","Sede di Archivio di Stato di Padova"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3009","Sede di Archivio di Stato di Viterbo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3012","Sede di Archivio di Stato di Perugia. Sezione di Assisi"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3020","Sede di Archivio di Stato di Perugia. Sezione di Spoleto"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3025","Sede di Archivio di Stato di Milano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3054","Sede di Archivio di Stato di Reggio Calabria. Sezione di Palmi"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3055","Sede di Archivio di Stato di Perugia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3071","Sede di Archivio di Stato di Milano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3090","Sede di Archivio di Stato di Firenze"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3106","Sede di Museo archeologico nazionale di Taranto - MArTA"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3144","Sede di Parco archeologico di Ostia antica - Area archeologica di Ostia antica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_316","Sede di Biblioteca Universitaria di Sassari"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3189","Sede di Biblioteca nazionale di Napoli ""Vittorio Emanuele III"""
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3211","Sede di Ministero della cultura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_322","Sede di Biblioteca Statale di Lucca"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_326","Sede di Museo e Pinacoteca d'Arte Medievale e Moderna della Città Metropolitana di Bari ""Corrado Giaquinto"""
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3263","Sede di Archivio di Stato di Como"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3287","Sede di Area archeologica di Carsulae"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3290","Sede di Museo nazionale del Paleolitico di Isernia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3294","Sede di Parco archeologico di Ostia antica - Area archeologica di Ostia antica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3297","Sede di Parco archeologico di Ostia antica - Area archeologica di Ostia antica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3302","Sede di Istituto centrale per la grafica - Palazzo Poli"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3332","Sede di Museo nazionale Concordiese di Portogruaro"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_334","Sede di Museo nazionale Atestino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3357","Sede di Museo archeologico nazionale di Firenze"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3368","Sede di Archivio di Stato di Benevento"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3387","Sede di Museo archeologico nazionale ""Vito Capialbi"""
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3403","Sede di Biblioteca Nazionale di Cosenza"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3420","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3509","Sede di Anfiteatro campano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3529","Sede di Museo archeologico dell'antica Capua e Mitreo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3550","Sede di Ministero della cultura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3555","Sede di MArRC - Museo archeologico nazionale di Reggio Calabria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3563","Sede di Ministero della cultura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3564","Sede di Ministero della cultura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3589","Sede di Archivio di Stato di Pordenone"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3601","Sede di Museo archeologico nazionale di Muro Lucano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3619","Sede di Parco archeologico del Colosseo - Foro Romano e Palatino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_365","Sede di Gallerie Nazionali di Palazzo Spinola"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3653","Sede di Palazzo Reale di Napoli"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3672","Sede di Museo archeologico nazionale di Aquileia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3695","Sede di Museo archeologico nazionale “Gaio Cilnio Mecenate” e Anfiteatro romano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3714","Sede di Ministero della cultura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3766","Sede di Museo archeologico nazionale di Aquileia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_377","Sede di Biblioteca Universitaria di Pavia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3793","Sede di Parco archeologico del Colosseo - Foro Romano e Palatino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3858","Sede di Ministero della cultura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3887","Sede di Museo nazionale romano - Palazzo Massimo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3900","Sede di Ministero della cultura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_3908","Sede di Archivio di Stato di Torino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4007","Sede di Palazzo Patrizi Clementi"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_404","Sede di Biblioteca Statale di Lucca"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4041","Sede di Musei del Bargello - Museo nazionale del Bargello"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4042","Sede di Musei del Bargello - Museo nazionale del Bargello"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4047","Sede di Museo archeologico nazionale di Aquileia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4048","Sede di Museo archeologico nazionale di Aquileia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4071","Sede di Villa medicea della Petraia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4074","Sede di Giardino della Villa medicea di Castello"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4075","Sede di Villa medicea di Cerreto Guidi e Museo storico della Caccia e del Territorio"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4079","Sede di Villa medicea di Poggio a Caiano e Museo della Natura Morta"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_412","Sede di Museo e Parco archeologico dell'Antica Kaulon"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4143","Sede di Biblioteca Universitaria di Genova"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4144","Sede di Museo e Parco archeologico nazionale di Scolacium"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4169","Sede di Basilica di San Francesco"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4177","Sede di Museo nazionale Collezione Salce sede di San Gaetano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4194","Sede di Ministero della cultura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4203","Sede di Museo nazionale etrusco di Villa Giulia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4264","Sede di Archivio di Stato di Ravenna"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4267","Sede di Parco archeologico di Ostia antica - Area archeologica di Ostia antica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4268","Sede di Museo archeologico nazionale di Firenze"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4270","Sede di Biblioteca Statale Stelio Crise di Trieste"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4272","Sede di Archivio di Stato di Genova"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4273","Sede di Archivio di Stato di Alessandria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4280","Sede di Museo nazionale archeologico ed etnografico ""Giovanni Antonio Sanna"""
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4288","Sede di Archivio di Stato di Pordenone"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_429","Sede di Museo nazionale archeologico della Sibaritide"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4290","Sede di Museo archeologico nazionale di Cagliari"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4295","Sede di Museo archeologico nazionale di Venezia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4299","Sede di Museo archeologico nazionale di Adria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4301","Sede di Museo nazionale Concordiese di Portogruaro"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4305","Sede di Centro per il libro e la lettura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4309","Sede di Complesso monumentale della Pilotta - Teatro Farnese"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4310","Sede di Museo archeologico nazionale e Castello di Gioia del Colle"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4319","Sede di Istituto centrale per la grafica - Calcografia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4322","Sede di Archivio di Stato di Vercelli"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4328","Sede di Archivio di Stato di Pavia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4330","Sede di Museo di Casa Romei"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4331","Sede di Palazzo Fava - Palazzo delle esposizioni"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4339","Sede di Museo di Casa Romei"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_434","Sede di Museo archeologico nazionale d'Abruzzo - Villa Frigerj"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4342","Sede di Abbazia di Pomposa e Museo pomposiano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4344","Sede di Museo nazionale di Ravenna"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4345","Sede di Castello Giulio II"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4346","Sede di Spazio San Pancrazio"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4349","Sede di Palazzo Patrizi Clementi"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4360","Sede di Reggia di Caserta - Palazzo Reale"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4362","Sede di Palazzo del Senato"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4367","Sede di Galleria nazionale dell'Umbria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4370","Sede di Archivio di Stato di Pesaro-Urbino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4372","Sede di Galleria nazionale dell'Umbria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4374","Sede di Archivio di Stato di Viterbo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4375","Sede di Galleria nazionale dell'Umbria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4378","Sede di Palazzo Arese-Litta"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4382","Sede di Museo archeologico dell'antica Allifae"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4384","Sede di Museo archeologico di Calatia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4385","Sede di Certosa e Museo di San Martino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4391","Sede di Ministero della cultura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4394","Sede di Museo della ceramica Duca di Martina in Villa Floridiana"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4396","Sede di Museo storico archeologico di Nola"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4398","Sede di Gallerie dell'Accademia di Venezia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4399","Sede di Certosa e Museo di San Martino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4400","Sede di Certosa e Museo di San Martino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4402","Sede di Complesso monumentale della Pilotta - Biblioteca Palatina di Parma"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4404","Sede di Archivio centrale dello Stato"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4408","Sede di Archivio di Stato di Milano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4410","Sede di Palazzo De Lieto - Pinacoteca Angelo Brando di Maratea"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4411","Sede di Parco archeologico di Pompei - Area archeologica di Pompei"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4414","Sede di Ministero della cultura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4416","Sede di Istituto Centrale per il Catalogo e la Documentazione"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4420","Sede di Castel Sant'Elmo e Museo del Novecento a Napoli"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4421","Sede di Parco archeologico dei Campi Flegrei - Parco archeologico di Cuma"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4422","Sede di Complesso monumentale del Castello ducale, del giardino e parco di Aglié"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4423","Sede di Archivio di Stato di Modena"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_4429","Sede di Parco archeologico di Ostia antica - Area archeologica di Ostia antica"
