"o","labelOO"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1280","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_12824","Sede di Parco di Villa Il Ventaglio"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_12832","Sede di Villa medicea di Poggio a Caiano e Museo della Natura Morta"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_12843","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_12934","Sede di Direzione Regionale Musei Puglia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_12935","Sede di Direzione Regionale Musei Puglia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_12943","Sede di Castello svevo di Bari"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_12963","Sede di Direzione Regionale Musei Puglia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_12965","Sede di Villa medicea della Petraia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_12967","Sede di Direzione regionale Musei Lombardia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13010","Sede di Villa medicea di Poggio a Caiano e Museo della Natura Morta"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13014","Sede di Carcere Borbonico"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13017","Sede di Area archeologica dell'antica Abellinum"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13020","Sede di Museo archeologico nazionale “Gaio Cilnio Mecenate” e Anfiteatro romano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1305","Sede di Polo museale Palazzo dei Priori. Pinacoteca e sezione archeologica ""Fermo dai Villanoviani ai Piceni"""
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13068","Sede di Parco Archeologico di Ostia Antica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13072","Sede di Direzione Regionale Musei Piemonte"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13075","Sede di Museo archeologico nazionale di Reggio Calabria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13079","Sede di Museo di San Marco"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13088","Sede di Palazzo Pepoli"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13092","Sede di Palazzo Pepoli"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13101","Sede di Museo nazionale archeologico e Castello di Manfredonia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13105","Sede di Museo nazionale archeologico e Castello di Manfredonia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13144","Sede di Archivio di Stato di Ragusa"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13147","Sede di Archivio di Stato di Ragusa"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13184","Sede di Archivio di Stato di Trento"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13212","Sede di Archivio di Stato di Avellino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13223","Sede di Direzione Regionale Musei Veneto"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13226","Sede di Archivio di Stato di Modena"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1323","Sede di MArRC - Museo archeologico nazionale di Reggio Calabria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13250","Sede di Direzione Regionale Musei Lazio"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13264","Sede di Direzione Regionale Musei Abruzzo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13282","Sede di Direzione Regionale Musei Puglia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13287","Sede di Archivio di Stato di Savona"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_134","Sede di Biblioteca Casanatense"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1346","Sede di Museo e Real Bosco di Capodimonte"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_135","Sede di Archivio di Stato di Arezzo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13507","Sede di Museo nazionale di Ravenna"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13518","Sede di Direzione Regionale Musei Lazio"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13523","Sede di Villa medicea della Petraia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13526","Sede di Giardino della Villa medicea di Castello"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13551","Sede di Richard West memorial gallery"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13557","Sede di Pinacoteca Carlo Levi"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13604","Sede di Direzione Regionale Musei Puglia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1362","Sede di Biblioteca Statale di Lucca"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13622","Sede di Parco Archeologico di Veio"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13720","Sede di Museo civico di Bracciano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13723","Sede di Archivio di Stato di Siena"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13724","Sede di Museo di Palazzo Doria Pamphilj"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13725","Sede di Museo di Palazzo Doria Pamphilj"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1373","Sede di Museo nazionale romano - Aula ottagona delle Terme di Diocleziano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13733","Sede di Cappella della Ss. Annunziata"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13734","Sede di Abbazia di Fossanova"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13755","Sede di Parco archeologico culturale di Tuscolo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13758","Sede di Museo nazionale etrusco e necropoli di Chiusi"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13759","Sede di Museo nazionale etrusco e necropoli di Chiusi"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13858","Sede di Parco Archeologico di Veio"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13877","Sede di Direzione Regionale Musei Piemonte"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13902","Sede di Archivio di Stato di Lecce"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13924","Sede di Soprintendenza Archeologia, Belle Arti e Paesaggio per la provincia di Viterbo e per l'Etruria meridionale"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13929","Sede di Direzione Regionale Musei Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14002","Sede di Archivio di Stato di Perugia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14013","Sede di Archivio di Stato di Palermo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14017","Sede di Archivio di Stato di Palermo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14020","Sede di Archivio di Stato di Perugia. Sezione di Spoleto"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14067","Sede di Direzione Regionale Musei Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1407","Sede di Museo e Real Bosco di Capodimonte"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14072","Sede di Centro per il libro e la lettura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1409","Sede di Museo archeologico nazionale dell'Umbria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14118","Sede di Museo nazionale di Castel Sant'Angelo e Passetto di Borgo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14119","Sede di Museo nazionale di Castel Sant'Angelo e Passetto di Borgo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14182","Sede di Direzione regionale Musei Lombardia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14187","Sede di Archivio di Stato di Palermo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14196","Sede di Archivio di Stato di Palermo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14250","Sede di Ministero della cultura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14285","Sede di Archivio di Stato di Pesaro-Urbino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14300","Sede di Archivio di Stato di Palermo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14301","Sede di Area archeologica dell'anfiteatro romano di Avella"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14303","Sede di Area archeologica dell'antica Abellinum"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1434","Sede di Biblioteca Vallicelliana"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14343","Sede di Museo nazionale di San Matteo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1435","Sede di Biblioteca Statale di Lucca"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14363","Sede di Pinacoteca Nazionale di Bologna"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14409","Sede di Soprintendenza Archivistica e Bibliografica dell'Umbria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14427","Sede di Archivio di Stato di Perugia. Sezione di Assisi"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14430","Sede di Museo archeologico nazionale di Taranto"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14433","Sede di Archivio di Stato di Roma"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14438","Sede di Archivio di Stato di Palermo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14442","Sede di Archivio di Stato di Frosinone"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14457","Sede di Archivio di Stato di Siena"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14466","Sede di Ministero della cultura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1448","Sede di Galleria Spada"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14487","Sede di Centro per il libro e la lettura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14562","Sede di Basilica di San Saturnino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14585","Sede di Archivio di Stato di Pordenone"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14612","Sede di Villa medicea di Poggio a Caiano e Museo della Natura Morta"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14618","Sede di Archivio di Stato di Siena"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14622","Sede di Basilica di San Saturnino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14627","Sede di Parco Archeologico di Veio"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1468","Sede di Archivio di Stato di Chieti"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14680","Sede di Basilica di San Saturnino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14700","Sede di Museo archeologico nazionale di Taranto"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1471","Sede di Biblioteca nazionale Marciana - Sale monumentali"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1472","Sede di Biblioteca statale Isontina di Gorizia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14750","Sede di Villa Adriana e Villa d'Este - Santuario di Ercole Vincitore"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14845","Sede di Museo nazionale di Castel Sant'Angelo e Passetto di Borgo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14873","Sede di Basilica di San Saturnino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14915","Sede di Direzione Regionale Musei Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14926","Sede di Basilica di San Saturnino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1493","Sede di Archivio di Stato di Milano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14941","Sede di Parco Archeologico di Veio"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14953","Sede di Direzione Regionale Musei Liguria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14976","Sede di Museo storico e il Parco del Castello di Miramare"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1498","Sede di Biblioteca statale Isontina di Gorizia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14985","Sede di Soprintendenza Archeologia, Belle Arti e Paesaggio per le Province di Biella, Novara, Verbano-Cusio-Ossola e Vercelli"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_14995","Sede di Biblioteca Universitaria di Sassari"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1501","Sede di Biblioteca Statale di Lucca"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15014","Sede di Biblioteca Nazionale di Cosenza"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1502","Sede di Ministero della cultura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15035","Sede di Museo archeologico nazionale di Firenze"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1504","Sede di Museo nazionale romano - Palazzo Altemps"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15044","Sede di Pinacoteca di Brera - Biblioteca Nazionale Braidense di Milano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15066","Sede di Basilica di San Saturnino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15070","Sede di Centro per il libro e la lettura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15087","Sede di Biblioteca nazionale centrale di Roma"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15143","Sede di Villa Adriana e Villa d'Este - Santuario di Ercole Vincitore"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1516","Sede di Biblioteca Universitaria di Sassari"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15188","Sede di Direzione Regionale Musei Liguria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15229","Sede di Soprintendenza Archeologia, Belle Arti e Paesaggio per le province di Sassari e Nuoro"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15274","Sede di Archivio di Stato di Perugia. Sezione di Spoleto"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15276","Sede di Galleria nazionale di Cosenza"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15277","Sede di Basilica di San Saturnino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15282","Sede di Direzione regionale Musei Lombardia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15297","Sede di Villa del Colle del Cardinale"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15305","Sede di Biblioteca Nazionale di Cosenza"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15312","Sede di Archivio di Stato di Perugia. Sezione di Spoleto"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15322","Sede di Archivio di Stato di Potenza"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15323","Sede di Archivio di Stato di Potenza"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15324","Sede di Museo storico e il Parco del Castello di Miramare"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15350","Sede di Biblioteca Medica Statale Di Roma"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1536","Sede di Museo delle Civiltà"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15366","Sede di Direzione Regionale Musei Liguria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15371","Sede di Museo archeologico nazionale di Cagliari"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15390","Sede di Museo nazionale etrusco di Villa Giulia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15409","Sede di Basilica di San Saturnino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15414","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15415","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1542","Sede di Biblioteca nazionale Marciana - Sale monumentali"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15436","Sede di Direzione Regionale Musei Liguria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15437","Sede di Direzione Regionale Musei Liguria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15444","Sede di Villa medicea della Petraia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15469","Sede di Basilica di San Saturnino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15497","Sede di Biblioteca Universitaria di Genova"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15499","Sede di Museo archeologico lametino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15502","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15504","Sede di Biblioteca Universitaria di Pavia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1551","Sede di Galleria nazionale della Puglia ""Girolamo e Rosaria Devanna"""
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15513","Sede di Biblioteca Universitaria di Genova"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15514","Sede di Biblioteca Universitaria di Genova"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15515","Sede di Biblioteca Universitaria di Genova"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15517","Sede di Biblioteca nazionale centrale di Roma"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15521","Sede di Istituto Centrale per la Grafica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15527","Sede di Museo archeologico nazionale di Firenze"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1553","Sede di Museo archeologico nazionale di Canosa di Puglia - Palazzo Sinesi"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15629","Sede di Basilica di San Saturnino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_15645","Sede di Museo archeologico nazionale del Sannio Caudino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1570","Sede di Museo archeologico dell'antica Capua e Mitreo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1592","Sede di Museo archeologico nazionale di Adria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1593","Sede di Biblioteca Statale di Lucca"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1594","Sede di Museo nazionale di San Matteo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1626","Sede di Biblioteca Statale di Lucca"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1662","Sede di Galleria Spada"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1667","Sede di Palazzo Arese-Litta"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1695","Sede di Biblioteca Statale di Lucca"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1701","Sede di Museo di Palazzo Grimani"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1702","Sede di Parco archeologico di Ostia antica - Area archeologica di Ostia antica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1707","Sede di Villa medicea di Cerreto Guidi e Museo storico della Caccia e del Territorio"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1710","Sede di Biblioteca Nazionale di Cosenza"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1718","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1742","Sede di Biblioteca nazionale Marciana - Sale monumentali"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1760","Sede di Museo nazionale Atestino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1762","Sede di Biblioteca Universitaria di Sassari"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1763","Sede di Villa medicea di Poggio a Caiano e Museo della Natura Morta"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_178","Sede di Biblioteca Universitaria di Sassari"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1784","Sede di Museo nazionale dell'età neoclassica in Romagna - Palazzo Milzetti"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1800","Sede di Galleria Spada"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1806","Sede di Archivio di Stato di Bari"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1815","Sede di Biblioteca Universitaria di Cagliari"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1821","Sede di Biblioteca Universitaria di Sassari"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1823","Sede di Biblioteca Universitaria di Sassari"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1844","Sede di Biblioteca Statale di Lucca"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_186","Sede di Parco archeologico di Ostia antica - Area archeologica di Ostia antica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1908","Sede di Ministero della cultura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1913","Sede di Museo di Palazzo Grimani"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1918","Sede di Complesso monumentale della Pilotta - Biblioteca Palatina di Parma"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1921","Sede di Complesso monumentale del Castello ducale, del giardino e parco di Aglié"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1979","Sede di Archivio di Stato di Belluno"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2012","Sede di Ministero della cultura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2026","Sede di Galleria Spada"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2058","Sede di Casa di Goethe"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2067","Sede di Palazzo Altieri"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2069","Sede di Palazzo Altieri"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_207","Sede di Museo nazionale e Area archeologica di Altino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2096","Sede di Museo e Parco Archeologico di Medma"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2143","Sede di Museo Palazzo Reale di Genova"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2169","Sede di Ministero della cultura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2171","Sede di Archivio di Stato di Ascoli Piceno"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2193","Sede di Abbazia di Santo Spirito al Morrone"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_22","Sede di Giardino della Villa medicea di Castello"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_220","Sede di Biblioteca Statale di Lucca"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2214","Sede di Archivio di Stato di Catanzaro"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_222","Sede di Museo nazionale di Villa Pisani"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2240","Sede di Archivio di Stato di Messina"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2339","Sede di Ministero della cultura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_243","Sede di Ministero della cultura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2466","Sede di Ministero della cultura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2492","Sede di Biblioteca nazionale di Napoli ""Vittorio Emanuele III"""
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2511","Sede di Museo archeologico nazionale di Venezia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_252","Sede di Parco archeologico di Ostia antica - Area archeologica di Ostia antica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2521","Sede di Ministero della cultura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2527","Sede di Parco archeologico di Cerveteri e Tarquinia - Necropoli dei Monterozzi di Tarquinia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_253","Sede di Parco archeologico di Ostia antica - Area archeologica di Ostia antica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_254","Sede di Parco archeologico di Ostia antica - Area archeologica di Ostia antica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_256","Sede di Parco archeologico di Ostia antica - Area archeologica di Ostia antica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2593","Sede di Archivio di Stato di Milano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2645","Sede di Ministero della cultura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2651","Sede di Archivio di Stato di Perugia. Sezione di Foligno"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_270","Sede di Palazzo Patrizi Clementi"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2773","Sede di Archivio di Stato di Palermo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2777","Sede di Antiquarium e mura di Via del Seminario"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2814","Sede di Archivio di Stato di Taranto"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2820","Sede di Archivio di Stato di Taranto"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2822","Sede di Museo archeologico nazionale di Taranto - MArTA"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_2828","Sede di Archivio di Stato di Taranto"
