"p","predicate"
"http://dati.beniculturali.it/iccd/fotografico/regione",35
"http://dati.beniculturali.it/iccd/fotografico/provincia",35
"https://w3id.org/arco/ontology/location/hasCulturalInstituteOrSiteSpecification",35
"https://w3id.org/arco/ontology/movable-property/hasOutcrop",34
"https://w3id.org/arco/ontology/movable-property/hasMineralDeposit",33
"https://w3id.org/arco/ontology/musical-instrument/HSDefinition",31
"http://www.openlinksw.com/schemas/virtrdf#qmfIsuriOfShortTmpl",31
"http://www.openlinksw.com/schemas/virtrdf#qmfIsblankOfShortTmpl",31
"http://www.openlinksw.com/schemas/virtrdf#qmfLanguageOfShortTmpl",31
"http://www.openlinksw.com/schemas/virtrdf#qmfShortOfTypedsqlvalTmpl",31
"http://www.openlinksw.com/schemas/virtrdf#qmfShortOfLongTmpl",31
"http://www.openlinksw.com/schemas/virtrdf#qmfShortOfUriTmpl",31
"http://www.openlinksw.com/schemas/virtrdf#qmfColumnCount",31
"http://www.openlinksw.com/schemas/virtrdf#qmfOkForAnySqlvalue",31
"http://www.openlinksw.com/schemas/virtrdf#qmfShortTmpl",31
"http://www.openlinksw.com/schemas/virtrdf#qmfIsrefOfShortTmpl",31
"http://www.openlinksw.com/schemas/virtrdf#qmfIslitOfShortTmpl",31
"http://www.openlinksw.com/schemas/virtrdf#qmfDatatypeOfShortTmpl",31
"http://www.openlinksw.com/schemas/virtrdf#qmfShortOfSqlvalTmpl",31
"http://www.openlinksw.com/schemas/virtrdf#qmfSparqlEbvTmpl",29
"https://w3id.org/arco/ontology/denotative-description/hasOrientation",29
"http://www.w3.org/ns/sparql-service-description#inputFormat",28
"http://www.w3.org/ns/sparql-service-description#languageExtension",26
"https://w3id.org/arco/ontology/context-description/methodOfInterventionAndDigitization",25
"https://w3id.org/arco/ontology/context-description/hasDomicile",24
"https://w3id.org/arco/ontology/core/isDescribedByClassificationSystem",23
"http://purl.org/dc/terms/contributor",23
"https://w3id.org/arco/ontology/arco-lite/HSNumber",23
"https://w3id.org/arco/ontology/location/siteIdentifier",23
"https://w3id.org/arco/ontology/denotative-description/geologicalDescription",22
"https://w3id.org/arco/ontology/arco-lite/hasCulturalPropertySubject",22
"https://w3id.org/arco/ontology/context-description/isMemberOfCollection",22
"http://www.openlinksw.com/schemas/virtrdf#qmfHasCheapSqlval",22
"https://w3id.org/arco/ontology/arco/previousIdentifier",22
"https://w3id.org/arco/ontology/context-description/diagnosis",22
"http://dati.beniculturali.it/iccd/fotografico/iscrizioniTimbri",21
"https://w3id.org/arco/ontology/natural-specimen-description/hasContactType",20
"https://w3id.org/arco/ontology/movable-property/hasContactType",20
"https://w3id.org/arco/ontology/natural-specimen-description/hasFracture",19
"http://www.openlinksw.com/schemas/virtrdf#qmfIsnumericOfShortTmpl",19
"https://w3id.org/arco/ontology/movable-property/hasFracture",19
"https://w3id.org/arco/ontology/natural-specimen-description/hasTenacity",19
"http://rdfs.org/ns/void#vocabulary",19
"https://w3id.org/arco/ontology/movable-property/hasTenacity",19
"https://w3id.org/arco/ontology/movable-property/hasCleavage",18
"https://w3id.org/arco/ontology/natural-specimen-description/hasChondrule",18
"https://w3id.org/arco/ontology/movable-property/hasChondrule",18
"https://w3id.org/arco/ontology/natural-specimen-description/hasCleavage",18
"https://w3id.org/arco/ontology/movable-property/cleavageGrade",18
"https://w3id.org/arco/ontology/movable-property/relativeAge",18
"http://purl.org/goodrelations/v1#acceptedPaymentMethods",18
"https://w3id.org/arco/ontology/natural-specimen-description/relativeAge",18
"https://w3id.org/arco/ontology/natural-specimen-description/cleavageGrade",18
"https://w3id.org/arco/ontology/movable-property/hasFluorescence",16
"http://xmlns.com/foaf/0.1/name",16
"https://w3id.org/arco/ontology/arco-lite/hasExstension",16
"https://w3id.org/arco/ontology/natural-specimen-description/hasFluorescence",16
"https://w3id.org/arco/ontology/natural-specimen-description/involvesChondrule",15
"https://w3id.org/arco/ontology/movable-property/hasChondrulePresence",15
"https://w3id.org/arco/ontology/natural-specimen-description/modalAnalysis",15
"https://w3id.org/arco/ontology/movable-property/modalAnalysis",15
"https://w3id.org/arco/ontology/natural-specimen-description/hasChondrulePresence",15
"https://w3id.org/arco/ontology/movable-property/involvesChondrule",15
"https://w3id.org/arco/ontology/denotative-description/hasPosition",15
"http://www.w3.org/2002/07/owl#complementOf",14
"http://www.w3.org/ns/sparql-service-description#feature",14
"http://purl.org/dc/elements/1.1/license",14
"https://w3id.org/arco/ontology/location/seaOrOcean",14
"http://www.w3.org/1999/02/22-rdf-syntax-ns#_2",13
"http://www.w3.org/2002/07/owl#versionIRI",13
"https://w3id.org/arco/ontology/denotative-description/involvesSoloInstrument",12
"http://www.openlinksw.com/schemas/virtrdf#qmfCustomString1",12
"http://www.ontologydesignpatterns.org/opla/reusesPatternAsTemplate",12
"https://w3id.org/arco/ontology/movable-property/chondrule-matrixRatio",12
"http://www.ica.org/standards/RiC/ontology#hasIdentifierType",12
"https://w3id.org/arco/ontology/natural-specimen-description/chondrule-matrixRatio",12
"https://w3id.org/arco/ontology/arco-lite/hasMusician",12
"http://www.ica.org/standards/RiC/ontology#performedBy",11
"http://www.w3.org/ns/sparql-service-description#supportedLanguage",11
"http://www.ica.org/standards/RiC/ontology#identifiedBy",10
"http://www.w3.org/2002/07/owl#hasValue",10
"https://w3id.org/arco/ontology/context-description/hasSurveyPhotographer",10
"https://w3id.org/arco/ontology/movable-property/hasAlterationType",10
"http://www.w3.org/1999/02/22-rdf-syntax-ns#_3",10
"http://xmlns.com/foaf/0.1/homepage",10
"https://w3id.org/arco/ontology/natural-specimen-description/hasAlterationType",10
"https://w3id.org/arco/ontology/movable-property/molePercent",9
"https://w3id.org/arco/ontology/natural-specimen-description/molePercent",9
"http://purl.org/goodrelations/v1#eligibleCustomerTypes",9
"https://w3id.org/arco/ontology/context-description/archeologicalFieldSurveyICCDIdentifier",9
"http://www.ica.org/standards/RiC/ontology#date",8
"http://www.openlinksw.com/schemas/virtrdf#qmfIsSubformatOfLong",8
"http://www.openlinksw.com/schemas/virtrdf#qmvATables",8
"http://www.openlinksw.com/schemas/virtrdf#qmvFormat",8
"http://www.openlinksw.com/schemas/virtrdf#qmvcColumnName",8
"https://w3id.org/arco/ontology/context-description/report",8
"http://www.ica.org/standards/RiC/ontology#hasEventType",8
"http://www.ica.org/standards/RiC/ontology#hasTitle",8
"http://www.openlinksw.com/schemas/virtrdf#qmvTableName",8
"http://www.openlinksw.com/schemas/virtrdf#qmvColumns",8
"http://www.openlinksw.com/schemas/virtrdf#qmvColumnsFormKey",8
"http://www.openlinksw.com/schemas/virtrdf#qmvcAlias",8
"http://www.openlinksw.com/schemas/virtrdf#loadAs",7
"https://w3id.org/arco/ontology/denotative-description/hasAccessory",7
"https://w3id.org/arco/ontology/denotative-description/involvesAccompanyingInstrument",7
"https://w3id.org/arco/ontology/arco-lite/iccdNormTag",7
"http://www.openlinksw.com/schemas/virtrdf#qmfValRange-rvrDatatype",7
"http://www.w3.org/ns/sparql-service-description#endpoint",7
"http://www.w3.org/2006/vcard/ns#fn",6
"http://www.ica.org/standards/RiC/ontology#hasLanguage",6
"http://www.openlinksw.com/schemas/virtrdf#qmfDtpOfNiceSqlval",6
"http://www.w3.org/2004/02/skos/core#exactMatch",6
"http://www.openlinksw.com/schemas/virtrdf#qmfShortOfNiceSqlvalTmpl",6
"http://purl.org/goodrelations/v1#hasBusinessFunction",6
"http://www.w3.org/2006/vcard/ns#hasEmail",6
"http://www.w3.org/2006/vcard/ns#value",5
"https://w3id.org/arco/ontology/context-description/hasCulturalContext",5
"http://www.w3.org/2006/vcard/ns#hasTelephone",5
"https://w3id.org/arco/ontology/musical-instrument/HSEdition",5
"http://www.w3.org/2006/vcard/ns#hasURL",5
"http://www.openlinksw.com/schemas/virtrdf#isSpecialPredicate",5
"https://w3id.org/arco/ontology/context-description/hasAssociatedObject",5
"http://www.ica.org/standards/RiC/ontology#isAssociatedWithEvent",5
"https://w3id.org/arco/ontology/catalogue/internationalIdentifier",4
"http://www.ica.org/standards/RiC/ontology#dateRangeBegins",4
"http://www.ica.org/standards/RiC/ontology#recordResourceIsAssociatedWithRecordResource",4
"https://w3id.org/arco/ontology/arco-lite/hasLength",4
"http://www.openlinksw.com/schemas/virtrdf#qmfLanguageTmpl",4
"http://www.w3.org/2002/07/owl#maxQualifiedCardinality",4
"http://www.openlinksw.com/schemas/virtrdf#graph-crud-endpoint",4
"http://www.ica.org/standards/RiC/ontology#hasAppellationType",4
"http://www.ica.org/standards/RiC/ontology#isAssociatedWithDate",4
"http://www.ica.org/standards/RiC/ontology#dateRangeEnds",4
"https://w3id.org/arco/ontology/musical-instrument/hasString",4
"http://www.openlinksw.com/schemas/virtrdf#qmfIsSubformatOfLongWhenRef",4
"http://www.openlinksw.com/schemas/virtrdf#qmvftColumnName",4
"http://www.w3.org/2002/07/owl#maxCardinality",4
"http://www.w3.org/1999/02/22-rdf-syntax-ns#value",4
"http://www.ontologydesignpatterns.org/opla/specializationOfPattern",4
"https://w3id.org/arco/ontology/arco/archaeologicalSiteIdentifier",4
"https://w3id.org/arco/ontology/context-description/hasSex",4
"http://www.ica.org/standards/RiC/ontology#note",4
"http://www.ica.org/standards/RiC/ontology#hasPlaceType",3
"http://www.w3.org/2004/02/skos/core#hiddenLabel",3
"http://www.w3.org/1999/02/22-rdf-syntax-ns#_5",3
"http://www.w3.org/2002/07/owl#intersectionOf",3
"http://purl.org/goodrelations/v1#offers",3
"http://purl.org/goodrelations/v1#amountOfThisGood",3
"http://purl.org/goodrelations/v1#includesObject",3
"http://purl.org/goodrelations/v1#validFrom",3
"https://w3id.org/arco/ontology/arco/hasCulturalPropertyInventoryCategory",3
"https://w3id.org/arco/ontology/context-description/stripRunAndFrameNumber",3
"https://w3id.org/italia/onto/ADMS/hasTask",3
"https://w3id.org/italia/onto/ADMS/semanticAssetInUse",3
"http://www.w3.org/2002/07/owl#onClass",3
"http://www.ica.org/standards/RiC/ontology#recordResourceState",3
"http://www.ica.org/standards/RiC/ontology#source",3
"http://www.ica.org/standards/RiC/ontology#isOriginationOf",3
"http://www.ica.org/standards/RiC/ontology#hasAgentName",3
"http://www.openlinksw.com/schemas/virtrdf#dialect",3
"http://www.openlinksw.com/schemas/virtrdf#qmvftXmlIndex",3
"http://purl.org/goodrelations/v1#availableAtOrFrom",3
"http://purl.org/goodrelations/v1#typeOfGood",3
"http://purl.org/goodrelations/v1#availableDeliveryMethods",3
"https://w3id.org/arco/ontology/context-description/claySpecifications",3
"https://w3id.org/arco/ontology/denotative-description/numberOfChildParticipants",3
"https://w3id.org/italia/onto/ADMS/hasSemanticAssetDistribution",3
"https://w3id.org/arco/ontology/movable-property/hasHostIndividual",3
"https://w3id.org/arco/ontology/denotative-description/hasBandage",3
"https://w3id.org/arco/ontology/natural-specimen-description/hasPhosphorescence",3
"https://w3id.org/arco/ontology/natural-specimen-description/hasHostIndividual",3
"http://www.w3.org/1999/02/22-rdf-syntax-ns#_4",3
"http://www.openlinksw.com/schemas/virtrdf#qsUserMaps",3
"http://purl.org/goodrelations/v1#hasUnitOfMeasurement",3
"http://purl.org/goodrelations/v1#validThrough",3
"http://www.ica.org/standards/RiC/ontology#conditionsOfAccess",3
"http://www.ica.org/standards/RiC/ontology#hasLocation",3
"http://www.ica.org/standards/RiC/ontology#hasRecordSetType",3
"https://w3id.org/arco/ontology/movable-property/hasPhosphorescence",3
"http://www.w3.org/ns/sparql-service-description#extensionAggregate",2
"http://www.w3.org/ns/sparql-service-description#extensionFunction",2
"http://www.w3.org/ns/sparql-service-description#propertyFeature",2
"http://www.ica.org/standards/RiC/ontology#describes",2
"http://www.ica.org/standards/RiC/ontology#contentExtent",2
"http://www.ica.org/standards/RiC/ontology#createdBy",2
"http://www.ica.org/standards/RiC/ontology#heldBy",2
"http://www.ica.org/standards/RiC/ontology#hasIdentifier",2
"http://www.ica.org/standards/RiC/ontology#hasOrigination",2
"http://www.w3.org/2002/07/owl#propertyDisjointWith",2
"https://w3id.org/arco/ontology/movable-property/hasSubstrateType",2
"http://www.openlinksw.com/schemas/virtrdf#version",2
"http://www.openlinksw.com/schemas/virtrdf#qmfExistingShortOfLongTmpl",2
"http://www.openlinksw.com/schemas/virtrdf#qmGraphMap",2
"http://www.openlinksw.com/schemas/virtrdf#qmSubjectMap",2
"http://www.openlinksw.com/schemas/virtrdf#qmPredicateMap",2
"http://www.openlinksw.com/schemas/virtrdf#qmvaAlias",2
"http://www.w3.org/ns/sparql-service-description#url",2
"http://www.w3.org/ns/sparql-service-description#defaultDataset",2
"http://www.w3.org/2001/vcard-rdf/3.0#ADR",2
"http://www.w3.org/2000/01/rdf-schema#isDescribedUsing",2
"https://w3id.org/italia/onto/ADMS/target",2
"http://www.ica.org/standards/RiC/ontology#hasGroupType",2
"http://www.ica.org/standards/RiC/ontology#description",2
"http://www.ica.org/standards/RiC/ontology#hasPlaceName",2
"http://www.ica.org/standards/RiC/ontology#conditionsOfUse",2
"http://www.ica.org/standards/RiC/ontology#noteOnAcquisition",2
"http://www.ica.org/standards/RiC/ontology#scopeAndContent",2
"http://www.ica.org/standards/RiC/ontology#agentHierarchicalRelationHasTarget",2
"http://www.ica.org/standards/RiC/ontology#agentIsTargetOfAgentHierarchicalRelation",2
"http://www.ica.org/standards/RiC/ontology#belongsToCategory",2
"http://www.ica.org/standards/RiC/ontology#authoredBy",2
"http://www.openlinksw.com/schemas/virtrdf#qmf01uriOfShortTmpl",2
"http://www.openlinksw.com/schemas/virtrdf#qmf01blankOfShortTmpl",2
"http://www.openlinksw.com/schemas/virtrdf#qmfExistingShortOfTypedsqlvalTmpl",2
"http://www.openlinksw.com/schemas/virtrdf#qmfExistingShortOfUriTmpl",2
"http://www.openlinksw.com/schemas/virtrdf#qmfIsSubformatOfLongWhenEqToSql",2
"http://www.openlinksw.com/schemas/virtrdf#qmfSubFormatForRefs",2
"http://www.openlinksw.com/schemas/virtrdf#qmfDatatypeTmpl",2
"http://www.openlinksw.com/schemas/virtrdf#qmObjectMap",2
"http://www.openlinksw.com/schemas/virtrdf#qmMatchingFlags",2
"http://www.openlinksw.com/schemas/virtrdf#qmvaTableName",2
"http://www.openlinksw.com/schemas/virtrdf#qmvftAlias",2
"http://www.openlinksw.com/schemas/virtrdf#qmvftConds",2
"http://www.openlinksw.com/schemas/virtrdf#qmvftTableName",2
"http://www.openlinksw.com/schemas/virtrdf#qsMatchingFlags",2
"http://www.w3.org/2002/07/owl#oneOf",2
"http://www.w3.org/2001/vcard-rdf/3.0#Pcode",2
"http://www.w3.org/2001/vcard-rdf/3.0#City",2
"http://purl.org/goodrelations/v1#includes",2
"http://www.w3.org/2000/01/rdf-schema#type",2
"http://www.openlinksw.com/schemas/VSPX#type",2
"http://dati.beniculturali.it/iccd/fotografico/partizioneFondo",2
"https://w3id.org/italia/onto/ADMS/hasKeyClass",2
"https://w3id.org/italia/onto/l0/controlledVocabulary",2
"http://www.openlinksw.com/schemas/virtrdf#isGcResistantType",2
"http://www.openlinksw.com/schemas/virtrdf#qmfExistingShortOfSqlvalTmpl",2
"http://www.openlinksw.com/schemas/virtrdf#qmfWrapDistinct",2
"http://www.openlinksw.com/schemas/virtrdf#qmTableName",2
"http://www.openlinksw.com/schemas/virtrdf#qmvFText",2
"http://www.openlinksw.com/schemas/virtrdf#qmvGeo",2
"http://www.openlinksw.com/schemas/virtrdf#qsDefaultMap",2
"http://www.w3.org/ns/sparql-service-description#defaultGraph",2
"http://www.w3.org/2001/vcard-rdf/3.0#Street",2
"http://www.w3.org/2001/vcard-rdf/3.0#Country",2
"http://www.w3.org/2001/vcard-rdf/3.0#TEL",2
"http://www.w3.org/2001/vcard-rdf/3.0#EMAIL",2
"http://www.openlinksw.com/schemas/VSPX#title",2
"http://www.ica.org/standards/RiC/ontology#isMemberOf",2
"http://www.ica.org/standards/RiC/ontology#agentHierarchicalRelationHasSource",2
"http://dati.beniculturali.it/iccd/fotografico/bibliografia",1
"http://dati.beniculturali.it/iccd/fotografico/mostre",1
"http://dati.beniculturali.it/iccd/fotografico/notizieStoricoCritiche",1
"https://w3id.org/italia/onto/ADMS/acronym",1
"https://w3id.org/italia/onto/ADMS/hasContributor",1
"https://w3id.org/italia/onto/ADMS/hasOntologyLanguage",1
"https://w3id.org/italia/onto/ADMS/status",1
"http://www.w3.org/ns/dcat#themeTaxonomy",1
"http://www.ica.org/standards/RiC/ontology#hasBeginningDate",1
"http://www.ica.org/standards/RiC/ontology#agentOriginationRelationHasSource",1
"http://www.ica.org/standards/RiC/ontology#agentOriginationRelationHasTarget",1
"http://www.ica.org/standards/RiC/ontology#hasLegalStatus",1
"http://www.ica.org/standards/RiC/ontology#hasdentifierType",1
"http://www.ica.org/standards/RiC/ontology#history",1
"http://www.ica.org/standards/RiC/ontology#regulates",1
"http://www.ica.org/standards/RiC/ontology#type",1
"https://w3id.org/arco/ontology/arco-lite/hasTuning",1
"http://www.w3.org/2002/07/owl#backwardCompatibleWith",1
"http://rdfs.org/ns/void#classes",1
"http://rdfs.org/ns/void#properties",1
"http://rdfs.org/ns/void#sparqlEndpoint",1
"http://purl.org/goodrelations/v1#legalName",1
"http://purl.org/goodrelations/v1#hasPriceSpecification",1
"https://w3id.org/arco/ontology/context-description/inventoryLocation",1
"http://dati.beniculturali.it/iccd/fotografico/relazioni",1
"https://w3id.org/italia/onto/ADMS/prefix",1
"http://www.ica.org/standards/RiC/ontology#arrangement",1
"http://www.ica.org/standards/RiC/ontology#hasEndDate",1
"http://www.ica.org/standards/RiC/ontology#agentIsTargetOfAgentOriginationRelation",1
"http://www.ica.org/standards/RiC/ontology#isRegulatedBy",1
"http://www.openlinksw.com/schemas/virtrdf#qmfValRange-rvrLanguage",1
"http://www.w3.org/ns/prov#wasDerivedFrom",1
"http://dati.beniculturali.it/iccd/fotografico/nrFotoOriginale",1
"https://w3id.org/italia/onto/ADMS/hasFormalityLevel",1
"https://w3id.org/italia/onto/ADMS/officialURI",1
"https://w3id.org/italia/onto/ADMS/type",1
"http://www.ica.org/standards/RiC/ontology#hasRepresentationType",1
"https://w3id.org/italia/onto/CLV/hasRankOrder",1
"http://www.w3.org/2002/07/owl#priorVersion",1
"http://www.w3.org/2002/07/owl#cardinality",1
"http://www.bigdata.com/rdf#/features/KB/Namespace",1
"http://rdfs.org/ns/void#entities",1
"http://rdfs.org/ns/void#uriRegexPattern",1
"http://www.openlinksw.com/schemas/virtrdf#catName",1
"http://purl.org/goodrelations/v1#BusinessEntity",1
"http://xmlns.com/foaf/0.1/logo",1
"http://www.ica.org/standards/RiC/ontology#hasPrevious",1
"http://www.ica.org/standards/RiC/ontology#creationDate",1
"http://www.ica.org/standards/RiC/ontology#describedBy",1
"http://www.ica.org/standards/RiC/ontology#publicationDate",1
"http://www.ica.org/standards/RiC/ontology#lastUpdateDate",1
"http://www.ica.org/standards/RiC/ontology#hasJurisdiction",1
"http://www.ica.org/standards/RiC/ontology#hasCarrierType",1
