"s","label"
"https://w3id.org/arco/resource/CulturalEvent/51931b7f5a2eb714a063cacbf07293b5","Reggio Emilia, Palazzo Magnani, , 1999"
"https://w3id.org/arco/resource/CulturalEvent/54781e66be46ae65a8b529f08c0eeae8","Mantova, Palazzo Ducale, 1937"
"https://w3id.org/arco/resource/CulturalEvent/571e612835452cb4382c32179aff5d3d","Brescia, Duomo Vecchio, , 1965"
"https://w3id.org/arco/resource/CulturalEvent/58f4d2b38ffdfb551b4b7f5660103ee1","Milano, Palazzo Reale, , 1988"
"https://w3id.org/arco/resource/CulturalEvent/59fe3cf7e29f543449abf47b538c3533","Milano, Palazzo Reale, , 1992"
"https://w3id.org/arco/resource/CulturalEvent/5a733a7a9187fdd7e6f55e535d98515b","Genova, Palazzo Ducale, , 1999"
"https://w3id.org/arco/resource/CulturalEvent/5b70642e1cc44ed2f50bd7693fb8cfac","Milano, Palazzo Reale, , 1951"
"https://w3id.org/arco/resource/CulturalEvent/5c5592513f2fd74d99b731ec74092c33","Valencia, Museo de Bellas artes, 2001"
"https://w3id.org/arco/resource/CulturalEvent/5db157f01c81563bbbf425005d88fd88","Paris, Musée du Petit Palais, , 1960"
"https://w3id.org/arco/resource/CulturalEvent/5fde771a66a7a41adcf60e53c9de4a22","Warszawa, Museo Nazionale, , 1956"
"https://w3id.org/arco/resource/CulturalEvent/648c98683865783fee4bc9bd69bf5dfa","Lovere, Atelier dell'Accademia Belle Arti Tadini"
"https://w3id.org/arco/resource/CulturalEvent/6fccb388a8acd4de23bcb6d3ef4beac1","Venezia, Cà Pesaro, , 1959"
"https://w3id.org/arco/resource/CulturalEvent/6fccb388a8acd4de23bcb6d3ef4beac1","Venezia, Ca' Pesaro, , 1959"
"https://w3id.org/arco/resource/CulturalEvent/706067333f853195db7040c000794b34","Belluno, Palazzo Crepadona, 15 settembre 2007 - 6"
"https://w3id.org/arco/resource/CulturalEvent/810439dc231709322d9c18bf4e25395b","Milano, Palazzo Reale, 1973"
"https://w3id.org/arco/resource/CulturalEvent/86c10c95c03875aba0d6022b9cabe299","Milano, Palazzo Reale, 23 maggio - 18 agosto 2002"
"https://w3id.org/arco/resource/CulturalEvent/884e3bcc03d31fdeb54e59463b86ec67","Esine (BS), Sala Consigliare del Municipio, , 1991"
"https://w3id.org/arco/resource/CulturalEvent/8ab8cae861d8b3beb1cecaa82f37c62a","Bergamo, , 1883"
"https://w3id.org/arco/resource/CulturalEvent/8af94b01520836832e78b7e93fba484f","Milano, Museo della Scienza, , 1939"
"https://w3id.org/arco/resource/CulturalEvent/90615a0cca363764adde1a8846443d4f","Venezia, Palazzo Grassi, , 1965"
"https://w3id.org/arco/resource/CulturalEvent/906877c601230d3f13874b397aa74ed5","Roma, Scuderie del Quirinale, 2001"
"https://w3id.org/arco/resource/CulturalEvent/906877c601230d3f13874b397aa74ed5","Tokio, Museum of Western Art, 2001"
"https://w3id.org/arco/resource/CulturalEvent/9260c2e5217508188ccd6058aef9d93e","Bergamo, Palazzo della Ragione, , 1997"
"https://w3id.org/arco/resource/CulturalEvent/9318b7434133a53541e8f2a9261a73f0","Bergamo, Palazzo della Ragione, , 1955"
"https://w3id.org/arco/resource/CulturalEvent/966de4cc08d278a08a79afe6c9310a24","Firenze, Palazzo Strozzi, , 1947"
"https://w3id.org/arco/resource/CulturalEvent/979ac037a58c8093d67c44bd3be8eb3c","Paris, Musée du Petit Palais, , 1919"
"https://w3id.org/arco/resource/CulturalEvent/980d5282d628c9bdc08a489de9cd97e9","Milano, Palazzo Reale, 3 ottobre 2000 - 25 febbrai"
"https://w3id.org/arco/resource/CulturalEvent/98e78d769f3a6af0f752516b38fd515f","Dayton, Art Institute, , 1983"
"https://w3id.org/arco/resource/CulturalEvent/a50c9c4bd9922500e78fed466095d038","Zurich, Kunsthaus Zurich, , 1964"
"https://w3id.org/arco/resource/CulturalEvent/a75ce006e52f6a962f8c1bcf1a88122b","Torino, Palazzo Madama, 1951"
"https://w3id.org/arco/resource/CulturalEvent/a7798ba59e76617860c489b8d42f6b7c","Milano, Palazzo Reale, , 1953"
"https://w3id.org/arco/resource/CulturalEvent/a8fe97233ae76b0d625f161aac90130a","Bergamo, Accademia Carrara, , 1891"
"https://w3id.org/arco/resource/CulturalEvent/aeb8f1cc66133895fabf977eeff03871","Roma, Scuderie del Quirinale, 14 settembre 2001 -"
"https://w3id.org/arco/resource/CulturalEvent/aeb8f1cc66133895fabf977eeff03871","Tokio, Museum of Western Art, 19 marzo - 8 luglio"
"https://w3id.org/arco/resource/CulturalEvent/b600a00715715b5b9057e21301b03e91","Torino, Palazzo Carignano, , 1961"
"https://w3id.org/arco/resource/CulturalEvent/b7f796822720e550ddcddcc8eccd1c93","Brescia, Pinacoteca Civica Tosio-Martinengo, , 193"
"https://w3id.org/arco/resource/CulturalEvent/b972e61b99080c438c65b0f54053b18c","Firenze, Palazzo Vecchio, , 1861"
"https://w3id.org/arco/resource/CulturalEvent/becb23308701663690df67b15ec9acba","Padova, Palazzo della Ragione, 1990"
"https://w3id.org/arco/resource/CulturalEvent/bed225b6e34df36c7c5387b875a826fe","Bergamo, Accademia Carrara - GAMC, , 1996"
"https://w3id.org/arco/resource/CulturalEvent/c37a29ad718b75b73685efd171d39d05","Firenze, Palazzo Pitti, , 1922"
"https://w3id.org/arco/resource/CulturalEvent/c6fbbde783037111dc2f9eac667b1f13","Bergamo, Centro Culturale S. Bartolomeo, , 1983"
"https://w3id.org/arco/resource/CulturalEvent/cd5fdcbe70019c7b6a61b495b57678a0","Bergamo, Accademia Carrara, , 1973"
"https://w3id.org/arco/resource/CulturalEvent/ce5d33a6358f258ed5d595d1d2962f14","Venezia, Casinò Municipale, 1990"
