"s","o"
"https://w3id.org/arco/resource/CulturalEvent/aeccb95653f431fe4dfd6744f5e620df","2005"
"https://w3id.org/arco/resource/CulturalEvent/cf97d72e8074c36d95970f80d71d19ff","1974"
"https://w3id.org/arco/resource/CulturalEvent/f8b00b4c3e2d4c9a39697890afc1ff29","1969"
"https://w3id.org/arco/resource/Veneto/CulturalEvent/1e583543d4fc612a37e5525d011fa63e","2012"
"https://w3id.org/arco/resource/Veneto/CulturalEvent/1e583543d4fc612a37e5525d011fa63e","2012/ 05/ 08-2012/ 09/ 30"
"https://w3id.org/arco/resource/CulturalEvent/6e6b768264e4209b66e852df1e2ead90","29/10/2010 - 12/12/2010"
"https://w3id.org/arco/resource/CulturalEvent/aa601563a31671a3302584dfe621f3c6","2004"
"https://w3id.org/arco/resource/CulturalEvent/e5dfab44373a5ed90959f528e9c4a1ac","2004"
"https://w3id.org/arco/resource/CulturalEvent/030ea9e5aaa066345740d259fac88fc0","1959"
"https://w3id.org/arco/resource/CulturalEvent/04a7766d58628a8ac40c0b910c6ebdf0","1956"
"https://w3id.org/arco/resource/CulturalEvent/0508cf6a0c634ba011e1c9e80ea4f2b9","1990"
"https://w3id.org/arco/resource/CulturalEvent/0667a7e96f1b95dd960671616445b431","17 novembre- 26 dic. 1918"
"https://w3id.org/arco/resource/CulturalEvent/094a64c846c7776f2087d5058a7265ee","Nov.1996-Gen.1997"
"https://w3id.org/arco/resource/CulturalEvent/098bf9fa1801da12db529a404058f3e7","19-05/ 3-06-2007"
"https://w3id.org/arco/resource/CulturalEvent/0a5282c946255e3bf6e8bfbd93649922","2014"
"https://w3id.org/arco/resource/CulturalEvent/0c2b94bc4f238dcff6dcbc39d1a28eaf","1999-2000"
"https://w3id.org/arco/resource/CulturalEvent/0c3e02781255dc8db2be1d6a0d7f5776","22 ottobre-10 nov. 2002"
"https://w3id.org/arco/resource/CulturalEvent/0d34f6ad620dc2d45a24895698ce10c4","1991"
"https://w3id.org/arco/resource/CulturalEvent/0d34f6ad620dc2d45a24895698ce10c4","Maggio-Settembre 1991"
"https://w3id.org/arco/resource/CulturalEvent/15031cb5330e64490a449f34f87868d3","1927"
"https://w3id.org/arco/resource/CulturalEvent/1612dfb418b6a7e6116dae28b2226298","21 Marzo 1991"
"https://w3id.org/arco/resource/CulturalEvent/1f93a7cc0b7d276be5508d9ac063f230","2003-2004"
"https://w3id.org/arco/resource/CulturalEvent/2070addef9945c2d381ecf0a8a5dc0ce","4-10-1996/ 12-01-1997"
"https://w3id.org/arco/resource/CulturalEvent/23da1d37d02fa586807d9dbfa5acf1a1","1977"
"https://w3id.org/arco/resource/CulturalEvent/23da1d37d02fa586807d9dbfa5acf1a1","marzo-aprile 1977"
"https://w3id.org/arco/resource/CulturalEvent/26727093f3ad03560c65bf9a7b3eb446","12 dic.2003-21 marzo 2004"
"https://w3id.org/arco/resource/CulturalEvent/26727093f3ad03560c65bf9a7b3eb446","17 marzo-31 luglio 2005"
"https://w3id.org/arco/resource/CulturalEvent/28ce9360cadd111a3ff57194049030b9","21 aprile 1924"
"https://w3id.org/arco/resource/CulturalEvent/296a65ed3141467fd118339f85c85ed4","11-06/ 4-10-2007"
"https://w3id.org/arco/resource/CulturalEvent/2a027f5639689aa91d038ec5db4b27f1","16/04/2016 - 29/05/2016"
"https://w3id.org/arco/resource/CulturalEvent/2a027f5639689aa91d038ec5db4b27f1","16/04/2019 - 29/05/2016"
"https://w3id.org/arco/resource/CulturalEvent/2f154567b38c8ff2e2d0f52900ddc7f2","1996"
"https://w3id.org/arco/resource/CulturalEvent/35ca4295fe15736d1a2c63f5fe4f6973","1940"
"https://w3id.org/arco/resource/CulturalEvent/36cd31cae0ecd2b6f90bc74f651a5859","1977"
"https://w3id.org/arco/resource/CulturalEvent/36cd31cae0ecd2b6f90bc74f651a5859","Marzo-Aprile 1977"
"https://w3id.org/arco/resource/CulturalEvent/3e084ef962e7bfa9049f8577357751b5","1985"
"https://w3id.org/arco/resource/CulturalEvent/4000502a96b58ee1665bef4e03e4e1b8","1997"
"https://w3id.org/arco/resource/CulturalEvent/4000502a96b58ee1665bef4e03e4e1b8","Gennaio-Febbraio 1997"
"https://w3id.org/arco/resource/CulturalEvent/40033201bbc323ae44fcdf4d12eea713","1991"
"https://w3id.org/arco/resource/CulturalEvent/4212d8e20c15deb9839cb02c992e07be","1981"
"https://w3id.org/arco/resource/CulturalEvent/43ecad9b66dad1799beac0d162233671","1973"
"https://w3id.org/arco/resource/CulturalEvent/454d6452127a8bbaac5e68c831bb12af","1988"
"https://w3id.org/arco/resource/CulturalEvent/47e76468ddddab2340f43b22b3e882ba","1999-2000"
"https://w3id.org/arco/resource/CulturalEvent/47e76468ddddab2340f43b22b3e882ba","Dic.1999-Feb.2000"
"https://w3id.org/arco/resource/CulturalEvent/47e76468ddddab2340f43b22b3e882ba","dic. 1999-febbraio 2000"
"https://w3id.org/arco/resource/CulturalEvent/4bfd3f9c568836b386d5faa0f4b4fafd","1872"
"https://w3id.org/arco/resource/CulturalEvent/4e772fff7823c21df951e6c5a3de2922","1941"
"https://w3id.org/arco/resource/CulturalEvent/4f22cbee446aed27640db5bcb40a1b1f","2006-2007"
"https://w3id.org/arco/resource/CulturalEvent/54896af873bd427a39ebf20572cd9a1f","1999-2000"
"https://w3id.org/arco/resource/CulturalEvent/585f30989ebf1bb3c26fd32da13e5ccd","Agosto-Ottobre 1958"
"https://w3id.org/arco/resource/CulturalEvent/598f03ee416ffebb10fab46570fc8ad4","1957"
"https://w3id.org/arco/resource/CulturalEvent/5dbbac76a39ed91f6fa56a5266281c64","1947"
"https://w3id.org/arco/resource/CulturalEvent/60a907022bec08dcd1433126aa795616","1872"
"https://w3id.org/arco/resource/CulturalEvent/635a950b61401e5fbb04096d19ba801f","2009-2010"
"https://w3id.org/arco/resource/CulturalEvent/6427740445c652eef5058fbff0fbe127","1987"
"https://w3id.org/arco/resource/CulturalEvent/68d82bce636224434dabd71aa0d1fc37","2005"
"https://w3id.org/arco/resource/CulturalEvent/699f204c2e9b58006176876e0068cbc0","1950"
"https://w3id.org/arco/resource/CulturalEvent/6ae31b0ef1bdf6007d38fd510e985018","1982"
"https://w3id.org/arco/resource/CulturalEvent/6cc30646b62d798c8a41ff0434c57af6","1995"
"https://w3id.org/arco/resource/CulturalEvent/7468b2c481d52ab4451f9b551184b317","2015"
"https://w3id.org/arco/resource/CulturalEvent/7fd623b1e52fa37783fbfd7cdd3b97c2","1991"
"https://w3id.org/arco/resource/CulturalEvent/820eb1c89ab61b8d8e8d21a8e6618b43","1948-1949"
"https://w3id.org/arco/resource/CulturalEvent/839dc21b54ecbc294c6e21e5d602af66","9 dic. 1999-5 febbr. 2000"
"https://w3id.org/arco/resource/CulturalEvent/85dc5168eac79906345ab77561c03945","2016-2017"
"https://w3id.org/arco/resource/CulturalEvent/86a9732db6015ee344def058bf6213c7","1988"
"https://w3id.org/arco/resource/CulturalEvent/8a6ad2b124c45567f00794c8eaf4d248","1° aprile-23 agosto 2015"
"https://w3id.org/arco/resource/CulturalEvent/966985251347344a67d5f615cc62de97","1987"
"https://w3id.org/arco/resource/CulturalEvent/966985251347344a67d5f615cc62de97","Giugno-Agosto 1987"
"https://w3id.org/arco/resource/CulturalEvent/99d0892f19457e9195c8d42c9cdcca42","1958"
"https://w3id.org/arco/resource/CulturalEvent/99eaf9b85fed4e945c2c795443b41c6a","1986"
"https://w3id.org/arco/resource/CulturalEvent/9eae27a69dcea7c4f1721f5c6d096c76","1941"
"https://w3id.org/arco/resource/CulturalEvent/a45a9cb0004352337e9c0ea776d95993","1872"
"https://w3id.org/arco/resource/CulturalEvent/a8db762e4abde2287ad88fa7a84eba1b","12 dic.2003-21 marzo 2004"
"https://w3id.org/arco/resource/CulturalEvent/a8db762e4abde2287ad88fa7a84eba1b","17 marzo-31 luglio 2005"
"https://w3id.org/arco/resource/CulturalEvent/aaa2f60b9f53421790a460e5ff906579","1999-2000"
"https://w3id.org/arco/resource/CulturalEvent/ae328e03192357f504755fa3118f26ae","24 ottobre-14 dic. 2013"
"https://w3id.org/arco/resource/CulturalEvent/b4eb26abf48c4391ecc60ff8f5fbe0ab","1992"
"https://w3id.org/arco/resource/CulturalEvent/b57f3e54f1c9b86036f61ac7cc712ce9","1948-1949"
"https://w3id.org/arco/resource/CulturalEvent/b9b2ca4147e70ac8801882ad935be95e","1991"
"https://w3id.org/arco/resource/CulturalEvent/bb0b54ee10f55e52f22ed7925a7ca758","1999-2000"
"https://w3id.org/arco/resource/CulturalEvent/bb0b54ee10f55e52f22ed7925a7ca758","Dic. 1999-Feb. 2000"
"https://w3id.org/arco/resource/CulturalEvent/bb0b54ee10f55e52f22ed7925a7ca758","Dic. 1999-Feb.2000"
"https://w3id.org/arco/resource/CulturalEvent/bb324b54eb78d29f26452e9d0b05e696","1957"
"https://w3id.org/arco/resource/CulturalEvent/bb324b54eb78d29f26452e9d0b05e696","19 febbraio 1957"
"https://w3id.org/arco/resource/CulturalEvent/bc5af9f970bbc1f2563e646877f7f894","Aprile-Maggio 1988"
"https://w3id.org/arco/resource/CulturalEvent/becc15b3220f71a7cde531d2a401a025","1872"
"https://w3id.org/arco/resource/CulturalEvent/bf918f1105fe218b21bf9f13b03592e7","2015"
"https://w3id.org/arco/resource/CulturalEvent/bf918f1105fe218b21bf9f13b03592e7","Marzo-Settembre 2015"
"https://w3id.org/arco/resource/CulturalEvent/bf918f1105fe218b21bf9f13b03592e7","marzo-settembre 2015"
"https://w3id.org/arco/resource/CulturalEvent/c4c9cea585bdb61277dd84e6c1e2f42a","2015"
"https://w3id.org/arco/resource/CulturalEvent/c4c9cea585bdb61277dd84e6c1e2f42a","Marzo-Settembre 2015"
"https://w3id.org/arco/resource/CulturalEvent/c627d6cc08d1361126d417fb415cced5","1895"
"https://w3id.org/arco/resource/CulturalEvent/c6c46145f48db9411947e4d039cb274b","18 marzo – 23 aprile 2017"
"https://w3id.org/arco/resource/CulturalEvent/c6ea197178f11249ab860d17569898c6","17/03/2011 - 03/2012"
"https://w3id.org/arco/resource/CulturalEvent/ca8073439dee05a31711c89b339c98fc","9-14 maggio 2000"
"https://w3id.org/arco/resource/CulturalEvent/cbfc79e0548ddd7bd878a464a7a914f4","2006"
"https://w3id.org/arco/resource/CulturalEvent/cbfc79e0548ddd7bd878a464a7a914f4","2006-2007"
"https://w3id.org/arco/resource/CulturalEvent/ccb9aa370492d6890f3e8572bd2f37ca","2004"
"https://w3id.org/arco/resource/CulturalEvent/cd5ae26a4cc761468e2f88b0b50c41e0","9 marzo-24 aprile 1933"
"https://w3id.org/arco/resource/CulturalEvent/d06d090314ce4a98c7e1f09c49f46c51","1987"
"https://w3id.org/arco/resource/CulturalEvent/d0b1d9e3a9f090adb31ed713e9eeb3e8","20 maggio-3 luglio 2011"
"https://w3id.org/arco/resource/CulturalEvent/d47d40727520ccde633b643e11cc4837","1954"
"https://w3id.org/arco/resource/CulturalEvent/d84b6ff4c4871cecf7745cd6d62f99d8","1962"
"https://w3id.org/arco/resource/CulturalEvent/d86487afee3d87b624540b8021d609b2","1969"
"https://w3id.org/arco/resource/CulturalEvent/e20e89ae97f9c4e75a8a4909776453d4","aprile-maggio 1983"
"https://w3id.org/arco/resource/CulturalEvent/e25256adfcb4208434476f832c373d09","1992"
"https://w3id.org/arco/resource/CulturalEvent/e3ccf4a3a16f5adcb141bc04c309b8d7","2001"
"https://w3id.org/arco/resource/CulturalEvent/e65cc84ae47c19189b33686add8a9440","1935"
"https://w3id.org/arco/resource/CulturalEvent/e7030d38f910122047f2c11f58b58338","1957"
"https://w3id.org/arco/resource/CulturalEvent/ea514fb0e06317b8969b8b3dc9650b59","2008"
"https://w3id.org/arco/resource/CulturalEvent/eb6548ae24e65aa704e13b27aa454d81","1947"
"https://w3id.org/arco/resource/CulturalEvent/edb44ec89f6b8c73e237fe47b98d9a07","1948"
"https://w3id.org/arco/resource/CulturalEvent/ee9ed37a5161e18042c52a90392e554a","1973"
"https://w3id.org/arco/resource/CulturalEvent/f4506d3d138634c0c567901bcb6e89a2","1949"
"https://w3id.org/arco/resource/CulturalEvent/f824b0d26558d36ad839af18bd81c41c","2 febbraio-11 marzo 1989"
"https://w3id.org/arco/resource/CulturalEvent/f9ea0f46edb331a62d7e605da7ee65db","1997"
"https://w3id.org/arco/resource/CulturalEvent/fbbecd63992cf0eaedc5b7061f9549b3","gennaio 1918"
"https://w3id.org/arco/resource/CulturalEvent/fdf37cb1795c0697be47e128da1e1cc3","2004"
"https://w3id.org/arco/resource/CulturalEvent/ff53abc5c2e47243b3f8d3c7f2a80258","1968"
"https://w3id.org/arco/resource/CulturalEvent/29c550770186f4d31fc5615efb40fb1d","giugno 2021 - maggio 2022"
"https://w3id.org/arco/resource/CulturalEvent/3097a40b832731aebecb2e3a14227fec","giugno 2021 - maggio 2022"
"https://w3id.org/arco/resource/CulturalEvent/ec3f41d45530c9629fe2fe6ca74c1fe3","1980"
"https://w3id.org/arco/resource/Veneto/CulturalEvent/4d8cd71b350123e355038a67876b1ad0","20 ottobre - 2 dicembre 2001"
"https://w3id.org/arco/resource/CulturalEvent/03b51e3340d8f90db2d42fcb4a6fe863","22 gen - 13 feb 2010"
"https://w3id.org/arco/resource/CulturalEvent/1e52261d947589953edf6ea9401b2724","27 settembre - 29 novembre 1977"
"https://w3id.org/arco/resource/CulturalEvent/2078314e2ffef532b9128fea4dead0d9","30 nov 1991 - 12 gen 1992"
"https://w3id.org/arco/resource/CulturalEvent/49b0e4164999ec27164c2eac1c66df10","6 nov - 4 dic 2010"
"https://w3id.org/arco/resource/CulturalEvent/508c9fec9feba6cfa56c03e139e39645","2016"
"https://w3id.org/arco/resource/CulturalEvent/5105eb485bfcd94adc2dc35d4d6bebe5","25 Marzo-10 Luglio 1994"
"https://w3id.org/arco/resource/CulturalEvent/5105eb485bfcd94adc2dc35d4d6bebe5","31 Luglio-30 Ottobre 1994"
"https://w3id.org/arco/resource/CulturalEvent/5219d00aac5bda5d38dd8fad2f60bc44","29 Ottobre 2021 - 27 Febbraio 2022"
"https://w3id.org/arco/resource/CulturalEvent/67f00d5a45d51cfa26193a26823ddf70","1971"
"https://w3id.org/arco/resource/CulturalEvent/69a1143fb1639a46244ff3d0a3195677","1920"
"https://w3id.org/arco/resource/CulturalEvent/6a05595204959d62ea6747b5a202ff2b","18 nov - 16 dic 2006"
"https://w3id.org/arco/resource/CulturalEvent/6b87ee5d6297707adf5241103687b2b4","18 marzo-26 giugno 2011"
"https://w3id.org/arco/resource/CulturalEvent/6deb05809927e44e8a734ee3dc46725e","2014"
"https://w3id.org/arco/resource/CulturalEvent/7fb09a8ee28965fec9a89cfba0957866","19 aprile-31 luglio 2009"
"https://w3id.org/arco/resource/CulturalEvent/80efc824ab6795b5ab32139f0525fbb9","12 maggio-23 giugno 1990"
"https://w3id.org/arco/resource/CulturalEvent/8881e3b67c165631f4b0403caff0bf5c","2019"
"https://w3id.org/arco/resource/CulturalEvent/a7ea1940d4c508acbe04d7d791f8ce73","2016"
"https://w3id.org/arco/resource/CulturalEvent/b1d5ec57ecde6bdcabf97051417b208d","11 ottobre 1997"
"https://w3id.org/arco/resource/CulturalEvent/b2ca80bdbe46d5e393dc66922553b19c","1953"
"https://w3id.org/arco/resource/CulturalEvent/b7247a2381f7d00392a89a8ef52e8481","2006"
"https://w3id.org/arco/resource/CulturalEvent/b9c625b1a0a94177e0e3d1496ab02c18","1861"
"https://w3id.org/arco/resource/CulturalEvent/bd7ab6339119bf0ae93e6181164cb09a","9 - 26 aprile 1958"
"https://w3id.org/arco/resource/CulturalEvent/bfeb82739057745de84a4ba1692a6e6f","2016"
"https://w3id.org/arco/resource/CulturalEvent/d9a4f3ca2cbc59e22b59e00d9476f914","1999"
"https://w3id.org/arco/resource/CulturalEvent/daa7917dc66b449ba3ccffd408cbd232","1912"
"https://w3id.org/arco/resource/CulturalEvent/e0d585a47a2d25145a536baeba73312b","2022"
"https://w3id.org/arco/resource/CulturalEvent/e6b41b276c0fcf8b90434994201531f4","1912"
"https://w3id.org/arco/resource/CulturalEvent/e8ca0f66acd5ef8a9087a83145aa97d4","13 dic. 2008-18 gen. 2009"
"https://w3id.org/arco/resource/CulturalEvent/f0951957f198d7d73f70a8c27e986ecf","2010"
"https://w3id.org/arco/resource/CulturalEvent/f3474b073b6524d9eca31723409c2646","1923"
"https://w3id.org/arco/resource/CulturalEvent/f5e6d3ec6b403ef2b1eba1de5d6cb7ac","1862"
"https://w3id.org/arco/resource/CulturalEvent/f9ec732ecbefb9b9c7a1423dd3420707","2016"
"https://w3id.org/arco/resource/CulturalEvent/f9ec732ecbefb9b9c7a1423dd3420707","2018"
"https://w3id.org/arco/resource/CulturalEvent/fae8e727c4fe0a98a81fa86eeaf65178","1981"
"https://w3id.org/arco/resource/CulturalEvent/fd9269799b8c387c8bce4dace83acea6","2009-2010"
"https://w3id.org/arco/resource/CulturalEvent/0a05b2c496f735d99af616cecd045b06","1998-1999"
"https://w3id.org/arco/resource/CulturalEvent/432dc2d50251b616fdf6d619e082936f","2005"
"https://w3id.org/arco/resource/CulturalEvent/5611c6b1d7a410f4b4bf7d0971948420","1973"
"https://w3id.org/arco/resource/CulturalEvent/5611c6b1d7a410f4b4bf7d0971948420","1974"
"https://w3id.org/arco/resource/CulturalEvent/564feefa044d4dcf31dbfe2520b00727","1979"
"https://w3id.org/arco/resource/CulturalEvent/5a44392ad71c762dbc4520490ec3738d","1990"
"https://w3id.org/arco/resource/CulturalEvent/5d3718c2a809cc4d4565edc93fadef2b","1961"
"https://w3id.org/arco/resource/CulturalEvent/5e38f4a6a2f60ffaa57948943e6889a4","2000-2001"
"https://w3id.org/arco/resource/CulturalEvent/6dcccc890dce9b4a58e9ea62a54b1bd1","1981"
"https://w3id.org/arco/resource/CulturalEvent/99e24125d7e1f9607f5213133aa2a498","1998-1999"
"https://w3id.org/arco/resource/CulturalEvent/b4bc3bb607ec0770060634f973195cb9","1856"
"https://w3id.org/arco/resource/CulturalEvent/c883ede2650d9ea0e985efcf50dd0910","2004-2005"
"https://w3id.org/arco/resource/CulturalEvent/cdf2843a50624e9b03fb342dbef9e65a","1990"
"https://w3id.org/arco/resource/CulturalEvent/d3066f3217701e5cb0e9c7b11e4ef142","1940"
"https://w3id.org/arco/resource/CulturalEvent/d4b0533b03193e57cc80735dd63a6e29","1951"
"https://w3id.org/arco/resource/CulturalEvent/f9c48f8db12f667398e1318ad0e59ed5","1962/08/26"
"https://w3id.org/arco/resource/CulturalEvent/fc5b6841f4ccb40916e9493462405567","1940"
"https://w3id.org/arco/resource/CulturalEvent/0287768096f1fd539dd33a840d423624","2000/ 2001"
"https://w3id.org/arco/resource/CulturalEvent/08079ee59df6ad5fcc612804cb6e3637","1951"
"https://w3id.org/arco/resource/CulturalEvent/0e6af7f1422f28b8d1f4ef81c4ab8ee4","1981"
"https://w3id.org/arco/resource/CulturalEvent/140ef7bb88b89793ceb97818629d6d77","1982"
"https://w3id.org/arco/resource/CulturalEvent/1dfa3726943c2dbf9b1f881f2f78e974","1896"
"https://w3id.org/arco/resource/CulturalEvent/1dfa3726943c2dbf9b1f881f2f78e974","1897"
"https://w3id.org/arco/resource/CulturalEvent/1dfa3726943c2dbf9b1f881f2f78e974","1953"
"https://w3id.org/arco/resource/CulturalEvent/2bad089fec461c1a9ccefbcc7c281703","2000"
"https://w3id.org/arco/resource/CulturalEvent/2c3a1587dea3904ccbd05b9b921b5e82","1983"
"https://w3id.org/arco/resource/CulturalEvent/31313336fc5d64ae3290a1581e2053ab","1985"
"https://w3id.org/arco/resource/CulturalEvent/39230a48f7ea1c7c854bbce9138c9256","1963"
"https://w3id.org/arco/resource/CulturalEvent/433f0709eec8af7aa397e6e5594dfea9","1997"
"https://w3id.org/arco/resource/CulturalEvent/5b25e6fe21782043515aa9ab2434fc98","1981"
"https://w3id.org/arco/resource/CulturalEvent/5c40b4fc4e993abffb90862e2c8b45bb","2001"
"https://w3id.org/arco/resource/CulturalEvent/5f75546c241c294445a909ee62d2d40c","1989"
"https://w3id.org/arco/resource/CulturalEvent/7cb503f18fcfdaf84a51ca562fb72448","1999"
"https://w3id.org/arco/resource/CulturalEvent/899c690cb363106639f5393432c7d9fe","1995"
"https://w3id.org/arco/resource/CulturalEvent/9025964e9e1c7b7664697afe6953e032","1968"
"https://w3id.org/arco/resource/CulturalEvent/95d0e8b2fabc29e6cbc145aee7ed1415","1935"
"https://w3id.org/arco/resource/CulturalEvent/c822962b4384e4b7d2273f6d270daca5","1992"
"https://w3id.org/arco/resource/CulturalEvent/d4883e0577d9d704badd90d382a5cc3a","2000"
"https://w3id.org/arco/resource/CulturalEvent/dae88b3bb3b52b9de55d4975eaded3c2","1956"
"https://w3id.org/arco/resource/CulturalEvent/e5b85f193b759d034e035200c49e5398","1978"
"https://w3id.org/arco/resource/CulturalEvent/e63609d490bf01ebe78a05a2348dd666","1982"
"https://w3id.org/arco/resource/CulturalEvent/ef51e284176231f5465f61d1a2645ed5","1989"
"https://w3id.org/arco/resource/CulturalEvent/f77f8bacc70af3455ba68bf8ac001ff5","1952"
"https://w3id.org/arco/resource/CulturalEvent/ff1c0499e71148a0f2340a959b0b35e7","1993"
"https://w3id.org/arco/resource/CulturalEvent/06eab8c87f13ad3fec137ae2a5dcf07b","1936"
"https://w3id.org/arco/resource/CulturalEvent/0a397c8327a0e162e3e9aa90392ba275","1899"
"https://w3id.org/arco/resource/CulturalEvent/25152a44fb42155c709b83cf23cfdb3d","1942"
"https://w3id.org/arco/resource/CulturalEvent/439f08ab06c5dafda5ee68954f1a2d8a","1956"
"https://w3id.org/arco/resource/CulturalEvent/77f8af1fd711a49612ace89acae28058","1956"
"https://w3id.org/arco/resource/CulturalEvent/85cb34c7d537a5f81a2a3477c6dfacf2","1957"
"https://w3id.org/arco/resource/CulturalEvent/8e1b55f4037008a9c897a5df365c7340","1948"
"https://w3id.org/arco/resource/CulturalEvent/926e00bf41e526b31efee29ae15b789b","1979"
"https://w3id.org/arco/resource/CulturalEvent/9ff8e8b367cbabf1cbd3f8f44918b7df","1929"
"https://w3id.org/arco/resource/CulturalEvent/b0c9723d718425eb03cedd52fb0f0ba6","2004"
"https://w3id.org/arco/resource/CulturalEvent/c0772459f21e66526be6c43ea8d671b3","1990"
"https://w3id.org/arco/resource/CulturalEvent/c811f76ad5e4983ab0c045ec9e6a4f4e","1936"
"https://w3id.org/arco/resource/CulturalEvent/ee6058a05c597d52ec92685509cc2026","2006"
"https://w3id.org/arco/resource/CulturalEvent/f3e203d84962759eefc803ad2d188812","1993"
"https://w3id.org/arco/resource/CulturalEvent/4f0855ea4c1c7493f4dc5da37cb21339","22 dicembre 2018"
"https://w3id.org/arco/resource/Veneto/CulturalEvent/35981b4d57cb08c4123c3e5369d60c6a","1963"
"https://w3id.org/arco/resource/Veneto/CulturalEvent/3c8cb47f89a9a81ab2538d28970ff7ff","1979"
"https://w3id.org/arco/resource/Veneto/CulturalEvent/be0c1bca3cbcf531db322704615f8717","1986"
"https://w3id.org/arco/resource/CulturalEvent/354ca03940c729bde04303d9327a69c7","2006"
"https://w3id.org/arco/resource/CulturalEvent/07fdec0d19ecf8c83a9dce74f68c9af3","2003"
"https://w3id.org/arco/resource/CulturalEvent/0cde3929619a5d550eac367f32c7012e","Maggio 2005 - Maggio 2006"
"https://w3id.org/arco/resource/CulturalEvent/0cde3929619a5d550eac367f32c7012e","Maggio 2005 - maggio 2006"
"https://w3id.org/arco/resource/CulturalEvent/0f4de07efbfbd0c9e9e1643a1ccb24c4","1952"
"https://w3id.org/arco/resource/CulturalEvent/0fabff34c4c5647e89cddc865a18ff01","1996"
"https://w3id.org/arco/resource/CulturalEvent/12b5bc36394bcfce6c9c98adb0777aba","1965"
"https://w3id.org/arco/resource/CulturalEvent/153bd8cb9c6c2775a0df5adb01c1bfa1","1975"
"https://w3id.org/arco/resource/CulturalEvent/177c91de1f4124f71b08cedabd02beab","2014"
"https://w3id.org/arco/resource/CulturalEvent/18fb6c43d58f1240ff00b5543ec830f1","2014"
"https://w3id.org/arco/resource/CulturalEvent/20aa44f0eb5284eb5169f25b4d1d7b89","2017-2018"
"https://w3id.org/arco/resource/CulturalEvent/231e9d6ce87c57b6e7d7baa31b81b67f","1972-1973"
"https://w3id.org/arco/resource/CulturalEvent/23339ed96bac1c40c1250fe9c72c2eb1","2022"
"https://w3id.org/arco/resource/CulturalEvent/2a4d033ded3112ae04bcc48b71058b75","2006-2007"
"https://w3id.org/arco/resource/CulturalEvent/2e57d5e5b67baf2eb13182d6f76e8b18","1999"
"https://w3id.org/arco/resource/CulturalEvent/3ffcdabb6d5fd5ab5d390933bde7befd","2005"
"https://w3id.org/arco/resource/CulturalEvent/407a4ac03e9dcf031e8855afebbb360e","1998-2014"
"https://w3id.org/arco/resource/CulturalEvent/407a4ac03e9dcf031e8855afebbb360e","2004-2014"
"https://w3id.org/arco/resource/CulturalEvent/42205d2bf488ca877545a4be7f489c0e","2002"
"https://w3id.org/arco/resource/CulturalEvent/45ba1ae7a0b2cbf7180dbf59a734a51d","2015"
"https://w3id.org/arco/resource/CulturalEvent/470c0530619af57ae0762ca884daf38e","1999"
"https://w3id.org/arco/resource/CulturalEvent/496352f42c5b64397169387f7ed8de17","2002"
"https://w3id.org/arco/resource/CulturalEvent/4fba1d37428981928348a84c78d997bd","2003"
"https://w3id.org/arco/resource/CulturalEvent/618e87f3b50fd87eb15dbb8a0e00be29","2002-2003"
"https://w3id.org/arco/resource/CulturalEvent/74d4cf5d0575d4768e719211fb257ba2","1984"
"https://w3id.org/arco/resource/CulturalEvent/77eeba7b1f6e7a6eadf84ca270e59c25","1996-1997"
"https://w3id.org/arco/resource/CulturalEvent/7fd1d69f1987af817d2c87dcfd83c611","2017"
"https://w3id.org/arco/resource/CulturalEvent/800ad07c8e362edc82b7e069e337bf9d","2002-2003"
"https://w3id.org/arco/resource/CulturalEvent/83c74a83c18c56ad92afd5d2597925aa","1992"
"https://w3id.org/arco/resource/CulturalEvent/8a18d409d53aa11662af62e907efe53f","1994"
"https://w3id.org/arco/resource/CulturalEvent/8ab2bdc3aaa449a4a67c15351cb0a77a","1990"
"https://w3id.org/arco/resource/CulturalEvent/8c2cbf8b35de447237415fa291d61fec","1941"
"https://w3id.org/arco/resource/CulturalEvent/8c2cbf8b35de447237415fa291d61fec","Maggio - Luglio 1941"
"https://w3id.org/arco/resource/CulturalEvent/8cd82bb4e1bd27e52eb078171e283543","1988"
"https://w3id.org/arco/resource/CulturalEvent/8efad9bf8d3922f328e1b5b03fa39762","1998-1999"
"https://w3id.org/arco/resource/CulturalEvent/900f61812551122b20cf86a71baafc0f","1996-1997"
"https://w3id.org/arco/resource/CulturalEvent/9228732e338818dbd3f75fdfed476f69","2002"
"https://w3id.org/arco/resource/CulturalEvent/93f9b22c03ae0aa170c2202cf9ab0c61","2009"
"https://w3id.org/arco/resource/CulturalEvent/98bec225ccc972f5c502d589e051d2eb","1979"
"https://w3id.org/arco/resource/CulturalEvent/a7de76071c19c579cb9e372e7dee2a43","2010-2013"
"https://w3id.org/arco/resource/CulturalEvent/b09d772842dcd52a78b22908532f5a2d","1931"
"https://w3id.org/arco/resource/CulturalEvent/b7a237fd10455420c5baf445cdf86862","2008"
"https://w3id.org/arco/resource/CulturalEvent/c42787585eb1d74b8bced7f8bbefb95f","2019-2020"
"https://w3id.org/arco/resource/CulturalEvent/d369a6871f90b3973866c28164f3868f","1969"
"https://w3id.org/arco/resource/CulturalEvent/d729b21a13ba77919a8d7a09facd61b8","1997"
"https://w3id.org/arco/resource/CulturalEvent/d90e91ce5bd6806519609bbfde62c98f","2000-2001"
