,s,lat,long
264,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068551,41.072296,14.327013
265,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068552,41.072296,14.327013
266,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068553,41.072296,14.327013
267,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068553A,41.072296,14.327013
268,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068556,41.072296,14.327013
269,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068557,41.072296,14.327013
270,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068558,41.072296,14.327013
271,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068559,41.072296,14.327013
272,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068561,41.072296,14.327013
273,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068563,41.072296,14.327013
274,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068569,41.072296,14.327013
275,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068570,41.072296,14.327013
276,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068571,41.072296,14.327013
277,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068575,41.072296,14.327013
278,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068578,41.072296,14.327013
279,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068579,41.072296,14.327013
280,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068581,41.072296,14.327013
281,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068583,41.072296,14.327013
282,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068586,41.072296,14.327013
283,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068587,41.072296,14.327013
284,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068588,41.072296,14.327013
285,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068590,41.072296,14.327013
286,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068593,41.072296,14.327013
287,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068594,41.072296,14.327013
288,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068596,41.072296,14.327013
289,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068598,41.072296,14.327013
290,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068600,41.072296,14.327013
291,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068601,41.072296,14.327013
292,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068603,41.072296,14.327013
293,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068604,41.072296,14.327013
294,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068606,41.072296,14.327013
295,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068607,41.072296,14.327013
296,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068608,41.072296,14.327013
297,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068609,41.072296,14.327013
298,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068612,41.072296,14.327013
299,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068613,41.072296,14.327013
