,p,predicate
859,http://www.openlinksw.com/schemas/virtrdf#qmfLongTmpl,45
860,http://www.openlinksw.com/schemas/virtrdf#qmfUriOfShortTmpl,45
861,http://dati.beniculturali.it/iccd/fotografico/dataRipresa,44
862,http://www.openlinksw.com/schemas/virtrdf#qmfBoolTmpl,42
863,http://ontologydesignpatterns.org/opla/reusesPatternAsTemplate,41
864,https://w3id.org/arco/ontology/context-description/areaRoomSquare,41
865,https://w3id.org/arco/ontology/cultural-event/hasRecurrentTimePeriod,40
866,https://w3id.org/arco/ontology/cultural-event/isSituationMemberOf,40
867,http://www.openlinksw.com/schemas/virtrdf#qmfMapsOnlyNullToNull,40
868,https://w3id.org/arco/ontology/movable-property/hasOpticalPhenomena,39
869,https://w3id.org/arco/ontology/natural-specimen-description/hasOpticalPhenomena,39
870,http://www.openlinksw.com/schemas/virtrdf#qmfTypeminTmpl,39
871,http://www.openlinksw.com/schemas/virtrdf#qmfTypemaxTmpl,39
872,http://www.openlinksw.com/schemas/virtrdf#qmfUriIdOffset,39
873,http://ontologydesignpatterns.org/opla/isNativeTo,39
874,https://w3id.org/arco/ontology/context-description/hasVideoOperator,39
875,http://www.openlinksw.com/schemas/virtrdf#qmfCmpFuncName,39
876,http://dati.beniculturali.it/iccd/fotografico/codiceUnivocoBene,38
877,http://www.w3.org/2002/07/owl#propertyChainAxiom,38
878,https://w3id.org/arco/ontology/context-description/hasArchivalRecordSet,37
879,https://w3id.org/arco/ontology/context-description/isMemberOfArchivalRecordSet,37
880,http://www.openlinksw.com/schemas/virtrdf#qmfSparqlEbvOfShortTmpl,37
881,https://w3id.org/arco/ontology/context-description/isArchivalRecordSetIn,37
882,http://dati.beniculturali.it/iccd/fotografico/comune,35
883,http://dati.beniculturali.it/iccd/fotografico/regione,35
884,http://dati.beniculturali.it/iccd/fotografico/provincia,35
885,https://w3id.org/arco/ontology/location/hasCulturalInstituteOrSiteSpecification,35
886,https://w3id.org/arco/ontology/context-description/diagnosis,34
887,https://w3id.org/arco/ontology/movable-property/hasOutcrop,34
888,https://w3id.org/arco/ontology/movable-property/hasMineralDeposit,33
889,https://w3id.org/arco/ontology/musical-instrument/HSDefinition,31
890,http://www.openlinksw.com/schemas/virtrdf#qmfIsuriOfShortTmpl,31
891,http://www.openlinksw.com/schemas/virtrdf#qmfIsblankOfShortTmpl,31
892,http://www.openlinksw.com/schemas/virtrdf#qmfLanguageOfShortTmpl,31
893,http://www.openlinksw.com/schemas/virtrdf#qmfShortOfTypedsqlvalTmpl,31
894,http://www.openlinksw.com/schemas/virtrdf#qmfShortOfLongTmpl,31
895,http://www.openlinksw.com/schemas/virtrdf#qmfShortOfUriTmpl,31
896,http://www.openlinksw.com/schemas/virtrdf#qmfColumnCount,31
897,http://www.openlinksw.com/schemas/virtrdf#qmfOkForAnySqlvalue,31
898,http://www.openlinksw.com/schemas/virtrdf#qmfShortTmpl,31
899,http://www.openlinksw.com/schemas/virtrdf#qmfIsrefOfShortTmpl,31
900,https://w3id.org/arco/ontology/denotative-description/hasPosition,31
901,http://www.openlinksw.com/schemas/virtrdf#qmfIslitOfShortTmpl,31
902,http://www.openlinksw.com/schemas/virtrdf#qmfDatatypeOfShortTmpl,31
903,http://www.openlinksw.com/schemas/virtrdf#qmfShortOfSqlvalTmpl,31
904,https://w3id.org/arco/ontology/denotative-description/hasOrientation,29
905,http://www.openlinksw.com/schemas/virtrdf#qmfSparqlEbvTmpl,29
906,http://www.w3.org/ns/sparql-service-description#inputFormat,28
907,https://w3id.org/arco/ontology/context-description/hasDomicile,27
908,http://www.w3.org/ns/sparql-service-description#languageExtension,26
909,https://w3id.org/arco/ontology/context-description/hasAssociatedObject,26
910,https://w3id.org/arco/ontology/context-description/methodOfInterventionAndDigitization,25
911,https://w3id.org/arco/ontology/arco-lite/hasCulturalPropertySubject,25
912,http://purl.org/dc/terms/contributor,23
913,https://w3id.org/arco/ontology/core/isDescribedByClassificationSystem,23
914,https://w3id.org/arco/ontology/arco-lite/HSNumber,23
915,https://w3id.org/arco/ontology/location/siteIdentifier,23
916,https://w3id.org/arco/ontology/context-description/isMemberOfCollection,22
917,https://w3id.org/arco/ontology/denotative-description/geologicalDescription,22
918,https://w3id.org/arco/ontology/arco/previousIdentifier,22
919,http://www.openlinksw.com/schemas/virtrdf#qmfHasCheapSqlval,22
920,https://w3id.org/arco/ontology/denotative-description/hasBandage,22
921,http://dati.beniculturali.it/iccd/fotografico/iscrizioniTimbri,21
922,https://w3id.org/arco/ontology/natural-specimen-description/hasContactType,20
923,https://w3id.org/arco/ontology/movable-property/hasContactType,20
924,https://w3id.org/arco/ontology/movable-property/hasFracture,19
925,https://w3id.org/arco/ontology/natural-specimen-description/hasFracture,19
926,http://www.openlinksw.com/schemas/virtrdf#qmfIsnumericOfShortTmpl,19
927,http://rdfs.org/ns/void#vocabulary,19
928,https://w3id.org/arco/ontology/movable-property/hasTenacity,19
929,https://w3id.org/arco/ontology/natural-specimen-description/hasTenacity,19
930,https://w3id.org/arco/ontology/context-description/report,19
931,https://w3id.org/arco/ontology/movable-property/hasCleavage,18
932,https://w3id.org/arco/ontology/natural-specimen-description/hasChondrule,18
933,https://w3id.org/arco/ontology/movable-property/hasChondrule,18
934,https://w3id.org/arco/ontology/natural-specimen-description/hasCleavage,18
935,http://purl.org/goodrelations/v1#acceptedPaymentMethods,18
936,https://w3id.org/arco/ontology/movable-property/cleavageGrade,18
937,https://w3id.org/arco/ontology/movable-property/relativeAge,18
938,https://w3id.org/arco/ontology/natural-specimen-description/relativeAge,18
939,https://w3id.org/arco/ontology/natural-specimen-description/cleavageGrade,18
940,http://xmlns.com/foaf/0.1/name,16
941,https://w3id.org/arco/ontology/movable-property/hasFluorescence,16
942,https://w3id.org/arco/ontology/arco-lite/hasExstension,16
943,https://w3id.org/arco/ontology/natural-specimen-description/hasFluorescence,16
944,https://w3id.org/arco/ontology/natural-specimen-description/involvesChondrule,15
945,https://w3id.org/arco/ontology/movable-property/hasChondrulePresence,15
946,https://w3id.org/arco/ontology/natural-specimen-description/modalAnalysis,15
947,https://w3id.org/arco/ontology/movable-property/modalAnalysis,15
948,https://w3id.org/arco/ontology/natural-specimen-description/hasChondrulePresence,15
949,https://w3id.org/arco/ontology/movable-property/involvesChondrule,15
950,http://www.w3.org/2002/07/owl#complementOf,14
951,http://www.w3.org/ns/sparql-service-description#feature,14
952,http://purl.org/dc/elements/1.1/license,14
953,https://w3id.org/arco/ontology/location/seaOrOcean,14
954,http://www.w3.org/1999/02/22-rdf-syntax-ns#_2,13
955,http://www.w3.org/2002/07/owl#versionIRI,13
956,http://www.ontologydesignpatterns.org/opla/reusesPatternAsTemplate,12
957,https://w3id.org/arco/ontology/denotative-description/involvesSoloInstrument,12
958,http://www.openlinksw.com/schemas/virtrdf#qmfCustomString1,12
959,https://w3id.org/arco/ontology/movable-property/chondrule-matrixRatio,12
960,http://www.ica.org/standards/RiC/ontology#hasIdentifierType,12
961,https://w3id.org/arco/ontology/natural-specimen-description/chondrule-matrixRatio,12
962,https://w3id.org/arco/ontology/arco-lite/hasMusician,12
963,http://www.ica.org/standards/RiC/ontology#performedBy,11
964,http://www.w3.org/ns/sparql-service-description#supportedLanguage,11
965,https://w3id.org/arco/ontology/context-description/hasSurveyPhotographer,10
966,http://www.ica.org/standards/RiC/ontology#identifiedBy,10
967,http://www.w3.org/2002/07/owl#hasValue,10
968,http://xmlns.com/foaf/0.1/homepage,10
969,https://w3id.org/arco/ontology/movable-property/hasAlterationType,10
970,http://www.w3.org/1999/02/22-rdf-syntax-ns#_3,10
971,https://w3id.org/arco/ontology/natural-specimen-description/hasAlterationType,10
972,http://purl.org/goodrelations/v1#eligibleCustomerTypes,9
973,https://w3id.org/arco/ontology/movable-property/molePercent,9
974,https://w3id.org/arco/ontology/natural-specimen-description/molePercent,9
975,https://w3id.org/arco/ontology/context-description/archeologicalFieldSurveyICCDIdentifier,9
976,http://www.ica.org/standards/RiC/ontology#date,8
977,http://www.openlinksw.com/schemas/virtrdf#qmfIsSubformatOfLong,8
978,http://www.openlinksw.com/schemas/virtrdf#qmvATables,8
979,http://www.openlinksw.com/schemas/virtrdf#qmvFormat,8
980,http://www.openlinksw.com/schemas/virtrdf#qmvcColumnName,8
981,http://www.ica.org/standards/RiC/ontology#hasEventType,8
982,http://www.ica.org/standards/RiC/ontology#hasTitle,8
983,http://www.openlinksw.com/schemas/virtrdf#qmvTableName,8
984,http://www.openlinksw.com/schemas/virtrdf#qmvColumns,8
985,http://www.openlinksw.com/schemas/virtrdf#qmvColumnsFormKey,8
986,http://www.openlinksw.com/schemas/virtrdf#qmvcAlias,8
987,https://w3id.org/arco/ontology/denotative-description/hasAccessory,7
988,http://www.openlinksw.com/schemas/virtrdf#loadAs,7
989,https://w3id.org/arco/ontology/denotative-description/involvesAccompanyingInstrument,7
990,https://w3id.org/arco/ontology/arco-lite/iccdNormTag,7
991,http://www.openlinksw.com/schemas/virtrdf#qmfValRange-rvrDatatype,7
992,http://www.w3.org/ns/sparql-service-description#endpoint,7
993,http://www.w3.org/2004/02/skos/core#exactMatch,6
994,http://www.w3.org/2006/vcard/ns#fn,6
995,http://www.ica.org/standards/RiC/ontology#hasLanguage,6
996,http://www.openlinksw.com/schemas/virtrdf#qmfDtpOfNiceSqlval,6
997,http://www.w3.org/2006/vcard/ns#hasEmail,6
998,http://www.openlinksw.com/schemas/virtrdf#qmfShortOfNiceSqlvalTmpl,6
999,http://purl.org/goodrelations/v1#hasBusinessFunction,6
1000,http://www.w3.org/2006/vcard/ns#value,5
1001,https://w3id.org/arco/ontology/context-description/hasCulturalContext,5
1002,http://www.w3.org/2006/vcard/ns#hasTelephone,5
1003,https://w3id.org/arco/ontology/musical-instrument/HSEdition,5
1004,http://www.w3.org/2006/vcard/ns#hasURL,5
1005,http://www.ica.org/standards/RiC/ontology#isAssociatedWithEvent,5
1006,http://www.openlinksw.com/schemas/virtrdf#isSpecialPredicate,5
1007,http://www.w3.org/2002/07/owl#maxQualifiedCardinality,4
1008,https://w3id.org/arco/ontology/catalogue/internationalIdentifier,4
1009,http://www.ica.org/standards/RiC/ontology#dateRangeBegins,4
1010,http://www.ica.org/standards/RiC/ontology#recordResourceIsAssociatedWithRecordResource,4
1011,https://w3id.org/arco/ontology/arco-lite/hasLength,4
1012,http://www.openlinksw.com/schemas/virtrdf#qmfLanguageTmpl,4
1013,http://www.w3.org/1999/02/22-rdf-syntax-ns#value,4
1014,http://www.ontologydesignpatterns.org/opla/specializationOfPattern,4
1015,https://w3id.org/arco/ontology/arco/archaeologicalSiteIdentifier,4
1016,http://www.openlinksw.com/schemas/virtrdf#graph-crud-endpoint,4
1017,http://www.ica.org/standards/RiC/ontology#hasAppellationType,4
1018,http://www.ica.org/standards/RiC/ontology#isAssociatedWithDate,4
1019,https://w3id.org/arco/ontology/musical-instrument/hasString,4
1020,http://www.openlinksw.com/schemas/virtrdf#qmfIsSubformatOfLongWhenRef,4
1021,http://www.openlinksw.com/schemas/virtrdf#qmvftColumnName,4
1022,http://www.w3.org/2002/07/owl#maxCardinality,4
1023,http://www.ica.org/standards/RiC/ontology#dateRangeEnds,4
1024,http://www.ica.org/standards/RiC/ontology#note,4
1025,https://w3id.org/arco/ontology/context-description/hasSex,4
1026,https://w3id.org/arco/ontology/arco/hasCulturalPropertyInventoryCategory,3
1027,http://www.ica.org/standards/RiC/ontology#hasPlaceType,3
1028,http://www.w3.org/2004/02/skos/core#hiddenLabel,3
1029,http://www.w3.org/1999/02/22-rdf-syntax-ns#_5,3
1030,http://www.w3.org/2002/07/owl#intersectionOf,3
1031,http://purl.org/goodrelations/v1#offers,3
1032,http://purl.org/goodrelations/v1#amountOfThisGood,3
1033,http://purl.org/goodrelations/v1#includesObject,3
1034,http://purl.org/goodrelations/v1#validFrom,3
1035,http://purl.org/goodrelations/v1#availableAtOrFrom,3
1036,http://purl.org/goodrelations/v1#typeOfGood,3
1037,http://purl.org/goodrelations/v1#availableDeliveryMethods,3
1038,https://w3id.org/arco/ontology/context-description/claySpecifications,3
1039,https://w3id.org/arco/ontology/context-description/stripRunAndFrameNumber,3
1040,https://w3id.org/italia/onto/ADMS/hasTask,3
1041,https://w3id.org/italia/onto/ADMS/semanticAssetInUse,3
1042,http://www.w3.org/2002/07/owl#onClass,3
1043,http://www.ica.org/standards/RiC/ontology#recordResourceState,3
1044,http://www.ica.org/standards/RiC/ontology#source,3
1045,http://www.ica.org/standards/RiC/ontology#isOriginationOf,3
1046,http://www.openlinksw.com/schemas/virtrdf#dialect,3
1047,http://www.openlinksw.com/schemas/virtrdf#qmvftXmlIndex,3
1048,https://w3id.org/italia/onto/ADMS/hasSemanticAssetDistribution,3
1049,https://w3id.org/arco/ontology/movable-property/hasPhosphorescence,3
1050,http://www.ica.org/standards/RiC/ontology#hasAgentName,3
1051,http://www.ica.org/standards/RiC/ontology#hasLocation,3
1052,http://www.ica.org/standards/RiC/ontology#conditionsOfAccess,3
1053,http://www.ica.org/standards/RiC/ontology#hasRecordSetType,3
1054,https://w3id.org/arco/ontology/movable-property/hasHostIndividual,3
1055,https://w3id.org/arco/ontology/natural-specimen-description/hasPhosphorescence,3
1056,https://w3id.org/arco/ontology/natural-specimen-description/hasHostIndividual,3
1057,http://www.w3.org/1999/02/22-rdf-syntax-ns#_4,3
1058,http://www.openlinksw.com/schemas/virtrdf#qsUserMaps,3
1059,http://purl.org/goodrelations/v1#hasUnitOfMeasurement,3
1060,http://purl.org/goodrelations/v1#validThrough,3
1061,https://w3id.org/arco/ontology/denotative-description/numberOfChildParticipants,3
1062,http://www.w3.org/2000/01/rdf-schema#isDescribedUsing,2
1063,http://www.w3.org/ns/sparql-service-description#extensionAggregate,2
1064,http://www.w3.org/ns/sparql-service-description#extensionFunction,2
1065,http://www.w3.org/ns/sparql-service-description#propertyFeature,2
1066,http://www.ica.org/standards/RiC/ontology#describes,2
1067,http://www.ica.org/standards/RiC/ontology#contentExtent,2
1068,http://www.ica.org/standards/RiC/ontology#createdBy,2
1069,http://www.ica.org/standards/RiC/ontology#heldBy,2
1070,http://www.ica.org/standards/RiC/ontology#hasIdentifier,2
1071,http://www.ica.org/standards/RiC/ontology#hasOrigination,2
1072,http://www.w3.org/2002/07/owl#propertyDisjointWith,2
1073,https://w3id.org/arco/ontology/movable-property/hasSubstrateType,2
1074,http://www.openlinksw.com/schemas/virtrdf#version,2
1075,http://www.openlinksw.com/schemas/virtrdf#qmfExistingShortOfLongTmpl,2
1076,http://www.openlinksw.com/schemas/virtrdf#qmGraphMap,2
1077,http://www.openlinksw.com/schemas/virtrdf#qmSubjectMap,2
1078,http://www.openlinksw.com/schemas/virtrdf#qmPredicateMap,2
1079,http://www.openlinksw.com/schemas/virtrdf#qmvaAlias,2
1080,http://www.w3.org/ns/sparql-service-description#url,2
1081,http://www.w3.org/ns/sparql-service-description#defaultDataset,2
1082,http://www.w3.org/2001/vcard-rdf/3.0#ADR,2
1083,http://www.w3.org/2001/vcard-rdf/3.0#Pcode,2
1084,http://www.w3.org/2001/vcard-rdf/3.0#City,2
1085,http://purl.org/goodrelations/v1#includes,2
1086,http://www.w3.org/2000/01/rdf-schema#type,2
1087,http://www.openlinksw.com/schemas/VSPX#type,2
1088,https://w3id.org/italia/onto/ADMS/target,2
1089,http://www.ica.org/standards/RiC/ontology#hasGroupType,2
1090,http://www.ica.org/standards/RiC/ontology#description,2
1091,http://www.ica.org/standards/RiC/ontology#hasPlaceName,2
1092,http://www.ica.org/standards/RiC/ontology#conditionsOfUse,2
1093,http://www.ica.org/standards/RiC/ontology#noteOnAcquisition,2
1094,http://www.ica.org/standards/RiC/ontology#scopeAndContent,2
1095,http://www.ica.org/standards/RiC/ontology#agentHierarchicalRelationHasTarget,2
1096,http://www.ica.org/standards/RiC/ontology#agentIsTargetOfAgentHierarchicalRelation,2
1097,http://www.ica.org/standards/RiC/ontology#belongsToCategory,2
1098,http://www.ica.org/standards/RiC/ontology#authoredBy,2
1099,http://www.openlinksw.com/schemas/virtrdf#qmf01uriOfShortTmpl,2
1100,http://www.openlinksw.com/schemas/virtrdf#qmf01blankOfShortTmpl,2
1101,http://www.openlinksw.com/schemas/virtrdf#qmfExistingShortOfTypedsqlvalTmpl,2
1102,http://www.openlinksw.com/schemas/virtrdf#qmfExistingShortOfUriTmpl,2
1103,http://www.openlinksw.com/schemas/virtrdf#qmfIsSubformatOfLongWhenEqToSql,2
1104,http://www.openlinksw.com/schemas/virtrdf#qmfSubFormatForRefs,2
1105,http://www.openlinksw.com/schemas/virtrdf#qmfDatatypeTmpl,2
1106,http://www.openlinksw.com/schemas/virtrdf#qmObjectMap,2
1107,http://www.openlinksw.com/schemas/virtrdf#qmMatchingFlags,2
1108,http://www.openlinksw.com/schemas/virtrdf#qmvaTableName,2
1109,http://www.openlinksw.com/schemas/virtrdf#qmvftAlias,2
1110,http://www.openlinksw.com/schemas/virtrdf#qmvftConds,2
1111,http://www.openlinksw.com/schemas/virtrdf#qmvftTableName,2
1112,http://www.openlinksw.com/schemas/virtrdf#qsMatchingFlags,2
1113,http://www.w3.org/2002/07/owl#oneOf,2
1114,http://dati.beniculturali.it/iccd/fotografico/partizioneFondo,2
1115,https://w3id.org/italia/onto/ADMS/hasKeyClass,2
1116,https://w3id.org/italia/onto/l0/controlledVocabulary,2
1117,http://www.ica.org/standards/RiC/ontology#isMemberOf,2
1118,http://www.ica.org/standards/RiC/ontology#agentHierarchicalRelationHasSource,2
1119,http://www.openlinksw.com/schemas/virtrdf#isGcResistantType,2
1120,http://www.openlinksw.com/schemas/virtrdf#qmfExistingShortOfSqlvalTmpl,2
1121,http://www.openlinksw.com/schemas/virtrdf#qmfWrapDistinct,2
1122,http://www.openlinksw.com/schemas/virtrdf#qmTableName,2
1123,http://www.openlinksw.com/schemas/virtrdf#qmvFText,2
1124,http://www.openlinksw.com/schemas/virtrdf#qmvGeo,2
1125,http://www.openlinksw.com/schemas/virtrdf#qsDefaultMap,2
1126,http://www.w3.org/ns/sparql-service-description#defaultGraph,2
1127,http://www.w3.org/2001/vcard-rdf/3.0#Street,2
1128,http://www.w3.org/2001/vcard-rdf/3.0#Country,2
1129,http://www.w3.org/2001/vcard-rdf/3.0#TEL,2
1130,http://www.w3.org/2001/vcard-rdf/3.0#EMAIL,2
1131,http://www.openlinksw.com/schemas/VSPX#title,2
1132,https://w3id.org/arco/ontology/context-description/inventoryLocation,1
1133,http://dati.beniculturali.it/iccd/fotografico/bibliografia,1
1134,http://dati.beniculturali.it/iccd/fotografico/mostre,1
1135,http://dati.beniculturali.it/iccd/fotografico/notizieStoricoCritiche,1
1136,https://w3id.org/italia/onto/ADMS/acronym,1
1137,https://w3id.org/italia/onto/ADMS/hasContributor,1
1138,https://w3id.org/italia/onto/ADMS/hasOntologyLanguage,1
1139,https://w3id.org/italia/onto/ADMS/status,1
1140,http://www.w3.org/ns/dcat#themeTaxonomy,1
1141,http://www.ica.org/standards/RiC/ontology#hasBeginningDate,1
1142,http://www.ica.org/standards/RiC/ontology#agentOriginationRelationHasSource,1
1143,http://www.ica.org/standards/RiC/ontology#agentOriginationRelationHasTarget,1
1144,http://www.ica.org/standards/RiC/ontology#hasLegalStatus,1
1145,http://www.ica.org/standards/RiC/ontology#hasdentifierType,1
1146,http://www.ica.org/standards/RiC/ontology#history,1
1147,http://www.ica.org/standards/RiC/ontology#regulates,1
1148,http://www.ica.org/standards/RiC/ontology#type,1
1149,https://w3id.org/arco/ontology/arco-lite/hasTuning,1
1150,http://www.w3.org/2002/07/owl#backwardCompatibleWith,1
1151,http://rdfs.org/ns/void#classes,1
1152,http://rdfs.org/ns/void#properties,1
1153,http://rdfs.org/ns/void#sparqlEndpoint,1
1154,http://purl.org/goodrelations/v1#legalName,1
1155,http://purl.org/goodrelations/v1#hasPriceSpecification,1
1156,http://www.w3.org/ns/prov#wasDerivedFrom,1
1157,http://dati.beniculturali.it/iccd/fotografico/relazioni,1
1158,https://w3id.org/italia/onto/ADMS/prefix,1
1159,http://www.ica.org/standards/RiC/ontology#arrangement,1
1160,http://www.ica.org/standards/RiC/ontology#hasEndDate,1
1161,http://www.ica.org/standards/RiC/ontology#agentIsTargetOfAgentOriginationRelation,1
1162,http://www.ica.org/standards/RiC/ontology#isRegulatedBy,1
1163,http://www.openlinksw.com/schemas/virtrdf#qmfValRange-rvrLanguage,1
1164,http://dati.beniculturali.it/iccd/fotografico/nrFotoOriginale,1
1165,https://w3id.org/italia/onto/ADMS/hasFormalityLevel,1
1166,https://w3id.org/italia/onto/ADMS/officialURI,1
1167,https://w3id.org/italia/onto/ADMS/type,1
1168,http://www.ica.org/standards/RiC/ontology#hasPrevious,1
1169,http://www.ica.org/standards/RiC/ontology#creationDate,1
1170,http://www.ica.org/standards/RiC/ontology#describedBy,1
1171,http://www.ica.org/standards/RiC/ontology#hasJurisdiction,1
1172,http://www.ica.org/standards/RiC/ontology#lastUpdateDate,1
1173,http://www.ica.org/standards/RiC/ontology#hasCarrierType,1
1174,http://www.ica.org/standards/RiC/ontology#hasRepresentationType,1
1175,http://www.ica.org/standards/RiC/ontology#publicationDate,1
1176,https://w3id.org/italia/onto/CLV/hasRankOrder,1
1177,http://www.w3.org/2002/07/owl#priorVersion,1
1178,http://www.w3.org/2002/07/owl#cardinality,1
1179,http://www.bigdata.com/rdf#/features/KB/Namespace,1
1180,http://rdfs.org/ns/void#entities,1
1181,http://rdfs.org/ns/void#uriRegexPattern,1
1182,http://www.openlinksw.com/schemas/virtrdf#catName,1
1183,http://purl.org/goodrelations/v1#BusinessEntity,1
1184,http://xmlns.com/foaf/0.1/logo,1
